doc_id,surface,tag,start_pos,end_pos,left_context,right_context
p2255_1,Virgilii,PER,456,463,"[2255,1] Circa il costume antico di celebrare il dì natalizio o genetliaco delle persone insigni per letteratura ec. anche dopo la loro morte (oltre quello dei viventi, degli amici ec. del che puoi vedere parecchie odi d'Orazio, e gli antiquarii ec. ec. nè solo circa il genetliaco, ma circa molte altre ricorrenze anniversarie, o pubbliche o private, celebrate pubblicamente o privatamente come festive); v. l'Heyne, Vita Virgilii per annos digesta, anno ","i I. e gli autori ch'ei cita, e le note ai medesimi. (15. Dic. 1821.). {V. in particolare Oraz. od. II. lib. 4. v. 13-20. e quivi i comentatori, ed osserva il costume di celebrare, e aver per sacro e festivo anche il dì proprio natalizio anniversario.}"
p2255_1,Oraz.,PER,221,225,"[2255,1] Circa il costume antico di celebrare il dì natalizio o genetliaco delle persone insigni per letteratura ec. anche dopo la loro morte (oltre quello dei viventi, degli amici ec. del che puoi vedere parecchie odi d'","io, e gli antiquarii ec. ec. nè solo circa il genetliaco, ma circa molte altre ricorrenze anniversarie, o pubbliche o private, celebrate pubblicamente o privatamente come festive); v. l'Heyne, Vita Virgilii per annos digesta, anno Virgilii I. e gli autori ch'ei cita, e le note ai medesimi. (15. Dic. 1821.). {V. in particolare Oraz. od. II. lib. 4. v. 13-20. e quivi i comentatori, ed osserva il costume di celebrare, e aver per sacro e festivo anche il dì proprio natalizio anniversario.}"
p2255_1,Oraz.,PER,553,557,"[2255,1] Circa il costume antico di celebrare il dì natalizio o genetliaco delle persone insigni per letteratura ec. anche dopo la loro morte (oltre quello dei viventi, degli amici ec. del che puoi vedere parecchie odi d'Orazio, e gli antiquarii ec. ec. nè solo circa il genetliaco, ma circa molte altre ricorrenze anniversarie, o pubbliche o private, celebrate pubblicamente o privatamente come festive); v. l'Heyne, Vita Virgilii per annos digesta, anno Virgilii I. e gli autori ch'ei cita, e le note ai medesimi. (15. Dic. 1821.). {V. in particolare ",". od. II. lib. 4. v. 13-20. e quivi i comentatori, ed osserva il costume di celebrare, e aver per sacro e festivo anche il dì proprio natalizio anniversario.}"
p2255_1,II.,PER,563,565,"[2255,1] Circa il costume antico di celebrare il dì natalizio o genetliaco delle persone insigni per letteratura ec. anche dopo la loro morte (oltre quello dei viventi, degli amici ec. del che puoi vedere parecchie odi d'Orazio, e gli antiquarii ec. ec. nè solo circa il genetliaco, ma circa molte altre ricorrenze anniversarie, o pubbliche o private, celebrate pubblicamente o privatamente come festive); v. l'Heyne, Vita Virgilii per annos digesta, anno Virgilii I. e gli autori ch'ei cita, e le note ai medesimi. (15. Dic. 1821.). {V. in particolare Oraz. od. ",". lib. 4. v. 13-20. e quivi i comentatori, ed osserva il costume di celebrare, e aver per sacro e festivo anche il dì proprio natalizio anniversario.}"
p2255_1,lib.,PER,567,570,"[2255,1] Circa il costume antico di celebrare il dì natalizio o genetliaco delle persone insigni per letteratura ec. anche dopo la loro morte (oltre quello dei viventi, degli amici ec. del che puoi vedere parecchie odi d'Orazio, e gli antiquarii ec. ec. nè solo circa il genetliaco, ma circa molte altre ricorrenze anniversarie, o pubbliche o private, celebrate pubblicamente o privatamente come festive); v. l'Heyne, Vita Virgilii per annos digesta, anno Virgilii I. e gli autori ch'ei cita, e le note ai medesimi. (15. Dic. 1821.). {V. in particolare Oraz. od. II. ",". 4. v. 13-20. e quivi i comentatori, ed osserva il costume di celebrare, e aver per sacro e festivo anche il dì proprio natalizio anniversario.}"
p4525_1,Socrate,PER,103,109,"[4525,1] ὄνομα ἕξετε καὶ αἰτιαν ὡς Σωκράτη ἀπεκτόνατε. * ib. 148. (38. C.) avrete nome di avere ucciso ",e. (Roma 6. Gennaio 1832.).
p4525_1,Roma,LOC,113,116,"[4525,1] ὄνομα ἕξετε καὶ αἰτιαν ὡς Σωκράτη ἀπεκτόνατε. * ib. 148. (38. C.) avrete nome di avere ucciso Socrate. (",a 6. Gennaio 1832.).
p4435_1,Ateneo,PER,42,47,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. ","o, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Mariandini,PER,192,201,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} ","i, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Bitinia,LOC,239,245,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la ","a e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Paflagonia,LOC,252,261,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la ","a, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Esichio,PER,313,319,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da ","o voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Omero,PER,31,35,"[4435,1] ﻿ 4435 Discorso sopra ","o, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Dalechamp,PER,635,643,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, ","p.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in Erodoto, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p4435_1,Erodoto,PER,844,850,"[4435,1] ﻿ 4435 Discorso sopra Omero, ec. Ateneo, l. 15[14]. p. 619. E. F. 620. A. ricorda certe canzoni {(ᾠδαί)} popolari {lamentevoli,} solite cantarsi da' {villani (oἱ ἀπὸ τῆς χώρας) fra'} Mariandini, popolo dell'Asia, che abitò fra la Bitinia e la Paflagonia, sopra un loro antico; canzoni mentovate anche da Esichio voc. Bῶρμον. - Ib. 620. b. c. parlando dei rapsodi, dice Χαμαιλέων δ᾽ ἐν τῷ περὶ Στησιχóρου καὶ μελῳδηϑῆναι ϕησίν * (essere state cantate da' rapsodi), οὐ μόνον τὰ ῾Oμήρου, ἀλλὰ καὶ τὰ ῾Hσιóδου καὶ ᾽Aρχιλóχου, ἔτι δὲ Mιμνέρμου καὶ Φωκυλίδου. * ― Ib. d. ᾽Iάσων δ᾽ ἐν τρίτῳ περὶ τῶν Ἀλεξάνδρου ἱερῶν * (sacrificiis, Dalechamp.), ἐν ᾽Aλεξανδρείᾳ ϕησίν, ἐν τῷ μεγάλῳ ϑεάτρῳ, ὑποκρίνασϑαι ῾Hγησίαν τòν κωμῳδὸν τὰ ῾Hροδότου, ῾Eρμóϕαντον δὲ τὰ ῾Oμήρου * . Non so poi il come. Dalech. traduce historiam Herodoti egisse: Fabric. in ","o, dice in theatro decantata fuisse * , citando semplicemente questo luogo, dove però ὑποκρίνασϑαι è ben più che decantasse. Casaub. qui non ha nulla. (11. 1829. Domenica.)"
p3143_1,Omero,PER,117,121,"[3143,1] Queste sono le forme di poema epico, e queste le regole e il processo seguiti e adoperati dall'una parte da ","o, dall'altra parte dai poeti epici che, per dir così, da lui nacquero. Comparate così le forme, l'idea, e se così vogliamo dire, le cagioni, {+e le intenzioni de' poeti,} consideriamo ora generalmente e paragoniamo i rispettivi effetti."
p980_1,Caronni,PER,342,348,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} ","i in Dacia. Milano, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. Hager nello Spettatore di Milano. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.)."
p980_1,Dacia,LOC,353,357,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} Caronni in ","a. Milano, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. Hager nello Spettatore di Milano. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.)."
p980_1,Milano,LOC,360,365,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} Caronni in Dacia. ","o, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. Hager nello Spettatore di Milano. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.)."
p980_1,Milano,LOC,544,549,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} Caronni in Dacia. Milano, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. Hager nello Spettatore di ",o. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.).
p980_1,Hager,PER,518,522,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} Caronni in Dacia. Milano, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. ",r nello Spettatore di Milano. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.).
p980_1,Spettatore,ORG,530,539,"[980,1] La lingua del Lazio adunque si dovette propagare nel contiguo Illirico e all'Oriente, non meno che si propagò in amendue le Gallie all'Occidente; e il nome Romania, che fino a' nostri dì si è conservato; e la lingua chiamata dai Valacchi: Romaneski, che tanto somiglia alla latina (come un viaggiatore recente ce lo conferma) ({vedi} Caronni in Dacia. Milano, 1812. pag. 32.) non che il gran numero di antichità romane disotterrate in quelle parti, ne sono una prova convincente. * Articolo originale del Cav. Hager nello ",e di Milano. 1. Aprile 1818. Quaderno 97. p. 245. fine. (25. Aprile 1821.).
p4122_10,Crusca,ORG,38,43,"[4122,10] Vilipeso per disprezzabile. ",a. {{Contemtus nello stesso senso. V. Forcell.}} Liceor - licitor. (5. Dic. Domenica. 1824.). Solito as.
p4122_10,Forcell,PER,81,87,"[4122,10] Vilipeso per disprezzabile. Crusca. {{Contemtus nello stesso senso. V. ",l.}} Liceor - licitor. (5. Dic. Domenica. 1824.). Solito as.
p3344_1,Svetonio,PER,426,433,"[3344,1] ﻿ 3344 Scrissero, vissero, dissero, videro, diedero, tennero e simili innumerabili, quasi da scripsĕrunt, vixĕrunt, dixĕrunt, vidĕrunt, dedĕrunt, tenuĕrunt. Così veramente dissero molti poeti, massime i più antichi, e che tal pronunzia fosse {o restasse} propria del volgo romano, il quale conservasse anche in questo l'antichità e {+la trasmettesse fino a noi,} si può raccogliere da certi versi popolari portati da ","o in Jul. Caes. cap. 80 §. 3. (dove si veggano le note del Pitisco ec.), {che correvano in Roma} sugli ultimi tempi di Giulio Cesare. Dico popolari, {#1. lo dice Svetonio nello stesso cit. luogo: vulgo canebantur.} e in fatti si paragonino con quelli riportati dal medesimo Svetonio ib. cap. 49. §. 7., ch'erano cantati dalla soldatesca di Cesare. (3. Sett. 1823.)."
p3344_1,Svetonio,PER,595,602,"[3344,1] ﻿ 3344 Scrissero, vissero, dissero, videro, diedero, tennero e simili innumerabili, quasi da scripsĕrunt, vixĕrunt, dixĕrunt, vidĕrunt, dedĕrunt, tenuĕrunt. Così veramente dissero molti poeti, massime i più antichi, e che tal pronunzia fosse {o restasse} propria del volgo romano, il quale conservasse anche in questo l'antichità e {+la trasmettesse fino a noi,} si può raccogliere da certi versi popolari portati da Svetonio in Jul. Caes. cap. 80 §. 3. (dove si veggano le note del Pitisco ec.), {che correvano in Roma} sugli ultimi tempi di Giulio Cesare. Dico popolari, {#1. lo dice ","o nello stesso cit. luogo: vulgo canebantur.} e in fatti si paragonino con quelli riportati dal medesimo Svetonio ib. cap. 49. §. 7., ch'erano cantati dalla soldatesca di Cesare. (3. Sett. 1823.)."
p3344_1,Svetonio,PER,707,714,"[3344,1] ﻿ 3344 Scrissero, vissero, dissero, videro, diedero, tennero e simili innumerabili, quasi da scripsĕrunt, vixĕrunt, dixĕrunt, vidĕrunt, dedĕrunt, tenuĕrunt. Così veramente dissero molti poeti, massime i più antichi, e che tal pronunzia fosse {o restasse} propria del volgo romano, il quale conservasse anche in questo l'antichità e {+la trasmettesse fino a noi,} si può raccogliere da certi versi popolari portati da Svetonio in Jul. Caes. cap. 80 §. 3. (dove si veggano le note del Pitisco ec.), {che correvano in Roma} sugli ultimi tempi di Giulio Cesare. Dico popolari, {#1. lo dice Svetonio nello stesso cit. luogo: vulgo canebantur.} e in fatti si paragonino con quelli riportati dal medesimo ","o ib. cap. 49. §. 7., ch'erano cantati dalla soldatesca di Cesare. (3. Sett. 1823.)."
