id,start_pos,end_pos,type,alias,wb_id,score
https://digitalzibaldone.net/node/p2709_1,1309,1316,PER,Christoph Martin Wieland >> it,Q154010,-0.19012470543384552
https://digitalzibaldone.net/node/p2711_1,1276,1286,LOC,California >> it,Q99,-0.18776223063468933
https://digitalzibaldone.net/node/p2715_1,0,9,PER,Perticara >> it,Q2307037,-2.982347011566162
https://digitalzibaldone.net/node/p2715_1,11,32,WORK,Corpus Scriptorum Ecclesiasticorum Latinorum >> en,Q378186,-2.2782092094421387
https://digitalzibaldone.net/node/p2715_2,89,97,PER,Francesco Petrarca >> it,Q1401,-0.1453193575143814
https://digitalzibaldone.net/node/p2715_2,131,140,PER,Giovanni Boccaccio >> it,Q1402,-0.11557751893997192
https://digitalzibaldone.net/node/p2715_2,147,156,PER,Perticara >> it,Q2307037,-3.394191026687622
https://digitalzibaldone.net/node/p2715_2,157,178,WORK,Perticara >> it,Q2307037,-2.644538640975952
https://digitalzibaldone.net/node/p2715_2,259,276,WORK,Dante Alighieri >> it,Q1067,-1.3847856521606445
https://digitalzibaldone.net/node/p2717_1,271,278,PER,Platone >> it,Q859,-0.18837617337703705
https://digitalzibaldone.net/node/p2717_1,439,446,PER,Platone >> it,Q859,-0.19255214929580688
https://digitalzibaldone.net/node/p2717_1,589,596,PER,Platone >> it,Q859,-0.19264428317546844
https://digitalzibaldone.net/node/p2717_1,1370,1377,PER,Platone >> it,Q859,-0.17266269028186798
https://digitalzibaldone.net/node/p2717_1,388,395,PER,Socrate >> it,Q913,-0.18663617968559265
https://digitalzibaldone.net/node/p2717_1,516,523,PER,Socrate >> it,Q913,-0.19419872760772705
https://digitalzibaldone.net/node/p2717_1,262,267,PER,Fedro >> it,Q52166,-0.3734838664531708
https://digitalzibaldone.net/node/p2717_1,398,403,PER,Fedro >> it,Q52166,-0.23583537340164185
https://digitalzibaldone.net/node/p2717_1,505,510,PER,Lisia >> it,Q310164,-0.20197202265262604
https://digitalzibaldone.net/node/p2717_1,376,383,WORK,Dialogo >> it,Q131395,-0.4550500214099884
https://digitalzibaldone.net/node/p2717_1,757,765,WORK,Dialoghi platonici >> it,Q3026037,-0.034924671053886414
https://digitalzibaldone.net/node/p2718_1,1892,1898,LOC,Italia >> it,Q38,-0.361524760723114
https://digitalzibaldone.net/node/p2718_1,132,141,PER,Perticara >> it,Q2307037,-2.5386390686035156
https://digitalzibaldone.net/node/p2718_1,2199,2208,PER,Giacomo Filippi >> it,Q3762094,-5.342026233673096
https://digitalzibaldone.net/node/p2718_1,149,171,WORK,Perticara >> it,Q2307037,-2.2536652088165283
https://digitalzibaldone.net/node/p2721_1,9,14,PER,Gelli >> it,Q1499745,-1.876366376876831
https://digitalzibaldone.net/node/p2721_1,31,40,PER,Perticara >> it,Q2307037,-3.1276345252990723
https://digitalzibaldone.net/node/p2721_1,41,67,WORK,Inquisizione spagnola >> it,Q184725,-3.2812039852142334
https://digitalzibaldone.net/node/p2721_2,195,204,PER,Perticara >> it,Q2307037,-2.1501760482788086
https://digitalzibaldone.net/node/p2721_3,0,10,PER,Aristotele >> it,Q868,-0.1414465606212616
https://digitalzibaldone.net/node/p2721_3,60,69,PER,Aristotele >> it,Q868,-2.3484456539154053
https://digitalzibaldone.net/node/p2721_4,215,223,PER,Marco Tullio Cicerone >> it,Q1541,-0.12237773090600967
https://digitalzibaldone.net/node/p2721_4,224,234,WORK,De finibus bonorum et malorum >> it,Q1180629,-0.09939880669116974
https://digitalzibaldone.net/node/p2722_1,1355,1360,LOC,Parma >> it,Q2683,-0.14047186076641083
https://digitalzibaldone.net/node/p2722_1,868,874,PER,Quinto Orazio Flacco >> it,Q6197,-0.01085197925567627
https://digitalzibaldone.net/node/p2722_1,1175,1188,PER,Cristoforo Colombo >> it,Q7322,-0.7083765864372253
https://digitalzibaldone.net/node/p2722_1,1339,1352,PER,Cristoforo Colombo >> it,Q7322,-1.0711742639541626
https://digitalzibaldone.net/node/p2722_1,1365,1382,PER,Paganino >> it,Q3888919,-3.01078462600708
https://digitalzibaldone.net/node/p2722_1,1194,1233,WORK,Doti >> it,Q28600,-2.9685802459716797
https://digitalzibaldone.net/node/p2722_1,1419,1426,WORK,Lezioni >> it,Q603773,-0.4826735556125641
https://digitalzibaldone.net/node/p2722_1,1563,1570,WORK,Lezioni >> it,Q603773,-0.6121901273727417
https://digitalzibaldone.net/node/p2723_1,272,277,PER,Pietro Bembo >> it,Q334188,-0.14717569947242737
https://digitalzibaldone.net/node/p2723_1,395,403,PER,Francesco Petrarca >> it,Q1401,-0.13719768822193146
https://digitalzibaldone.net/node/p2723_1,414,423,PER,Giovanni Boccaccio >> it,Q1402,-0.12908728420734406
https://digitalzibaldone.net/node/p2723_1,464,472,PER,Marco Tullio Cicerone >> it,Q1541,-0.13424289226531982
https://digitalzibaldone.net/node/p2723_1,477,483,PER,Quinto Orazio Flacco >> it,Q6197,-0.4373977780342102
https://digitalzibaldone.net/node/p2727_1,432,440,PER,Marco Tullio Cicerone >> it,Q1541,-0.13612103462219238
https://digitalzibaldone.net/node/p2728_1,532,539,PER,Platone >> it,Q859,-0.17231197655200958
https://digitalzibaldone.net/node/p2728_1,603,613,PER,Aristotele >> it,Q868,-0.1479971706867218
https://digitalzibaldone.net/node/p2728_1,619,628,PER,Teofrasto >> it,Q160362,-0.17876935005187988
https://digitalzibaldone.net/node/p2728_1,1223,1228,PER,Aulo Cornelio Celso >> it,Q312420,-0.43742212653160095
https://digitalzibaldone.net/node/p2728_1,1439,1444,PER,Aulo Cornelio Celso >> it,Q312420,-0.4062283933162689
https://digitalzibaldone.net/node/p2728_1,1354,1363,PER,Ippocrate >> it,Q5264,-0.21355554461479187
https://digitalzibaldone.net/node/p2728_1,1500,1506,PER,Plinio il Vecchio >> it,Q82778,-0.14165371656417847
https://digitalzibaldone.net/node/p2728_1,1615,1619,PER,Mela >> it,Q89,-0.5965937972068787
https://digitalzibaldone.net/node/p2728_1,1621,1627,PER,Gaio Giulio Solino >> it,Q520487,0.1907537281513214
https://digitalzibaldone.net/node/p2728_1,1629,1636,PER,Marco Terenzio Varrone >> it,Q206119,-0.17799636721611023
https://digitalzibaldone.net/node/p2728_1,1638,1645,PER,Publio Vegezio Renato >> it,Q4298,-0.08016978204250336
https://digitalzibaldone.net/node/p2728_1,1647,1656,PER,Columella >> it,Q452676,-0.31698736548423767
https://digitalzibaldone.net/node/p2728_1,1671,1678,PER,Galileo Galilei >> it,Q307,-0.13714340329170227
https://digitalzibaldone.net/node/p2728_1,1766,1774,PER,Pietro Giordani >> it,Q1092339,-0.654239296913147
https://digitalzibaldone.net/node/p2728_1,1812,1818,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.060625940561294556
https://digitalzibaldone.net/node/p2728_1,2656,2662,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.039301857352256775
https://digitalzibaldone.net/node/p2728_1,3153,3159,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.03221745789051056
https://digitalzibaldone.net/node/p2728_1,2201,2207,PER,Jean Sylvain Bailly >> it,Q1685301,-0.20221492648124695
https://digitalzibaldone.net/node/p2728_1,1776,1806,WORK,Vite parallele >> it,Q842337,-2.725736379623413
https://digitalzibaldone.net/node/p2728_1,2213,2223,WORK,Astronomia >> it,Q333,-1.2741518020629883
https://digitalzibaldone.net/node/p2731_1,208,212,LOC,Venere (astronomia) >> it,Q313,-1.3468395471572876
https://digitalzibaldone.net/node/p2731_1,192,199,PER,Francesco Speroni >> it,Q1441240,-1.1209239959716797
https://digitalzibaldone.net/node/p2731_1,787,793,PER,Georges-Louis Leclerc de Buffon >> it,Q229264,-0.058987513184547424
https://digitalzibaldone.net/node/p2731_1,201,207,WORK,Dialettica >> it,Q9453,-1.649418592453003
https://digitalzibaldone.net/node/p2731_2,395,410,LOC,Costantinopoli >> it,Q16869,-0.08581089973449707
https://digitalzibaldone.net/node/p2731_2,493,499,LOC,Impero romano >> it,Q2277,-0.27513033151626587
https://digitalzibaldone.net/node/p2731_2,2104,2110,LOC,Impero >> it,Q48349,-0.23699770867824554
https://digitalzibaldone.net/node/p2731_2,1569,1575,LOC,Antica Grecia >> it,Q11772,-0.9229841232299805
https://digitalzibaldone.net/node/p2731_2,1879,1885,LOC,Antica Grecia >> it,Q11772,-0.9357521533966064
https://digitalzibaldone.net/node/p2731_2,147,153,PER,Publio Cornelio Tacito >> it,Q2161,-0.00475899875164032
https://digitalzibaldone.net/node/p2731_2,176,186,PER,Vespasiano >> it,Q1419,-0.22919340431690216
https://digitalzibaldone.net/node/p2731_2,503,513,PER,Vespasiano >> it,Q1419,-0.21400943398475647
https://digitalzibaldone.net/node/p2731_2,322,329,PER,Appiano di Alessandria >> it,Q190368,-0.6495716571807861
https://digitalzibaldone.net/node/p2731_2,331,336,PER,Cassio Dione >> it,Q185223,-0.4699338674545288
https://digitalzibaldone.net/node/p2731_2,338,346,PER,Erodiano >> it,Q313056,-0.2084859162569046
https://digitalzibaldone.net/node/p2731_2,429,437,PER,Procopio di Cesarea >> it,Q186153,-0.21205316483974457
https://digitalzibaldone.net/node/p2731_2,439,445,PER,Agazia >> it,Q233136,-0.24178621172904968
https://digitalzibaldone.net/node/p2731_2,447,453,PER,Zosimo (storico) >> it,Q226858,-0.26398327946662903
https://digitalzibaldone.net/node/p2731_2,679,686,PER,Ammiano Marcellino >> it,Q172198,-0.2968768775463104
https://digitalzibaldone.net/node/p2731_2,720,726,PER,Paolo Orosio >> it,Q311456,-0.011738449335098267
https://digitalzibaldone.net/node/p2731_2,952,959,PER,Erodoto >> it,Q26825,-0.20146581530570984
https://digitalzibaldone.net/node/p2731_2,603,621,WORK,"Le vite dei più eccellenti pittori, scultori e architettori >> it",Q1645493,-2.401960611343384
https://digitalzibaldone.net/node/p2734_1,363,367,LOC,Padova >> it,Q617,-1.7745561599731445
https://digitalzibaldone.net/node/p2734_1,482,495,LOC,Europa latina >> it,Q1064023,-0.3960890471935272
https://digitalzibaldone.net/node/p2734_1,642,648,LOC,Italia >> it,Q38,-0.3020613193511963
https://digitalzibaldone.net/node/p2734_1,792,799,LOC,Oriente >> it,Q205653,-0.3697364628314972
https://digitalzibaldone.net/node/p2734_1,832,839,LOC,Oriente >> it,Q205653,-0.3787228465080261
https://digitalzibaldone.net/node/p2734_1,893,899,LOC,Antica Grecia >> it,Q11772,-1.2380253076553345
https://digitalzibaldone.net/node/p2734_1,113,122,PER,Ilario di Poitiers >> it,Q44344,-0.5410269498825073
https://digitalzibaldone.net/node/p2734_1,284,293,PER,Ilario di Poitiers >> it,Q44344,-0.6326531767845154
https://digitalzibaldone.net/node/p2734_1,314,320,PER,Scipione Maffei >> it,Q1587432,-0.4756441116333008
https://digitalzibaldone.net/node/p2734_1,340,350,PER,Atanasio di Alessandria >> it,Q44024,-0.4698260426521301
https://digitalzibaldone.net/node/p2734_1,396,404,PER,Sesto Giulio Africano >> it,Q317014,-0.3455095887184143
https://digitalzibaldone.net/node/p2734_1,409,416,PER,Eusebio di Cesarea >> it,Q142999,-0.34340739250183105
https://digitalzibaldone.net/node/p2734_1,578,586,PER,Prospero d'Aquitania >> it,Q454652,-0.263551265001297
https://digitalzibaldone.net/node/p2734_1,588,595,PER,Isidoro di Siviglia >> it,Q166876,-0.5744524002075195
https://digitalzibaldone.net/node/p2734_1,722,727,PER,Omero >> it,Q6691,-0.19024229049682617
https://digitalzibaldone.net/node/p2734_1,732,740,PER,Menandro >> it,Q118992,-0.4406299293041229
https://digitalzibaldone.net/node/p2734_1,959,973,PER,Samuel d'Ani >> fr,Q3036364,-1.41745924949646
https://digitalzibaldone.net/node/p2734_1,297,309,WORK,Proefschrift >> nl,Q187685,-1.7092288732528687
https://digitalzibaldone.net/node/p2734_1,276,280,WORK,Oppio >> it,Q46452,-0.3359661400318146
https://digitalzibaldone.net/node/p2734_1,332,336,WORK,Oppio >> it,Q46452,-0.9252968430519104
https://digitalzibaldone.net/node/p2734_1,382,393,WORK,Cronaca (genere letterario) >> it,Q185363,-0.4955178201198578
https://digitalzibaldone.net/node/p2734_1,948,955,WORK,Cronica >> it,Q16770068,-1.0802322626113892
https://digitalzibaldone.net/node/p2735_1,880,893,LOC,Impero latino di Costantinopoli >> it,Q178897,-0.18699690699577332
https://digitalzibaldone.net/node/p2735_1,374,378,PER,Marco Tullio Cicerone >> it,Q1541,-0.10334610939025879
https://digitalzibaldone.net/node/p2735_1,944,952,PER,Marco Tullio Cicerone >> it,Q1541,-0.12907561659812927
https://digitalzibaldone.net/node/p2735_1,380,402,WORK,Pro Archia poeta >> it,Q3922215,-1.0770182609558105
https://digitalzibaldone.net/node/p2738_1,199,212,PER,François-René de Chateaubriand >> it,Q49767,-0.16260190308094025
https://digitalzibaldone.net/node/p2738_1,606,619,PER,François-René de Chateaubriand >> it,Q49767,-0.1873481422662735
https://digitalzibaldone.net/node/p2738_1,357,361,WORK,René >> it,Q16890724,-0.4968629777431488
https://digitalzibaldone.net/node/p2739_1,220,224,LOC,Roma >> it,Q220,-0.6236603260040283
https://digitalzibaldone.net/node/p2739_1,34,39,PER,Ennio >> it,Q1343364,-0.8846858143806458
https://digitalzibaldone.net/node/p2739_1,181,185,PER,Marco Tullio Cicerone >> it,Q1541,-0.25537216663360596
https://digitalzibaldone.net/node/p2739_1,253,256,PER,Mai >> it,Q234028,-1.1742223501205444
https://digitalzibaldone.net/node/p2739_1,187,196,WORK,De re publica >> it,Q656161,-0.3595493733882904
https://digitalzibaldone.net/node/p2740_1,412,418,PER,Plinio il Vecchio >> it,Q82778,-0.14409169554710388
https://digitalzibaldone.net/node/p2740_1,4180,4186,PER,Plinio il Vecchio >> it,Q82778,-0.14074736833572388
https://digitalzibaldone.net/node/p2740_1,423,431,PER,Simonide >> it,Q273003,-0.2327004075050354
https://digitalzibaldone.net/node/p2740_1,4317,4325,PER,Simonide >> it,Q273003,-0.24672043323516846
https://digitalzibaldone.net/node/p2740_1,459,477,PER,Claudio >> it,Q1411,-0.16413933038711548
https://digitalzibaldone.net/node/p2740_1,4198,4206,PER,Palamede >> it,Q252387,-0.24473348259925842
https://digitalzibaldone.net/node/p2747_1,2979,2984,LOC,Cina >> it,Q148,-0.6926324367523193
https://digitalzibaldone.net/node/p2757_1,282,288,LOC,Venetia (regio) >> la,Q1243,-0.507489800453186
https://digitalzibaldone.net/node/p2757_1,513,518,LOC,Roma >> it,Q220,0.20218315720558167
https://digitalzibaldone.net/node/p2757_1,181,191,PER,Cassiodoro >> it,Q192365,0.2561311721801758
https://digitalzibaldone.net/node/p2757_1,269,277,PER,Cassiodoro >> it,Q192365,0.2874597907066345
https://digitalzibaldone.net/node/p2757_1,52,61,WORK,Vincenzo de' Rossi >> it,Q1632902,-3.498018503189087
https://digitalzibaldone.net/node/p2757_1,192,240,WORK,Cassiodoro >> it,Q192365,-0.8247736096382141
https://digitalzibaldone.net/node/p2757_1,581,592,WORK,Vincenzo Forcella >> it,Q16621795,-2.784465789794922
https://digitalzibaldone.net/node/p2757_1,608,620,WORK,Glossario musicale (A-H) >> it,Q3502928,-1.280869483947754
https://digitalzibaldone.net/node/p2757_2,543,550,PER,Bartoli >> it,Q809482,-1.1103204488754272
https://digitalzibaldone.net/node/p2757_2,846,854,PER,Publio Virgilio Marone >> it,Q1398,-0.03367982804775238
https://digitalzibaldone.net/node/p2757_2,551,587,WORK,Torto >> it,Q3995831,-1.9530824422836304
https://digitalzibaldone.net/node/p2759_2,57,62,PER,Omero >> it,Q6691,-0.1927478015422821
https://digitalzibaldone.net/node/p2759_2,972,977,PER,Omero >> it,Q6691,-0.19206908345222473
https://digitalzibaldone.net/node/p2759_2,76,84,PER,Publio Virgilio Marone >> it,Q1398,-0.0763799250125885
https://digitalzibaldone.net/node/p2759_2,487,494,PER,Achille >> it,Q41746,-0.1948135942220688
https://digitalzibaldone.net/node/p2759_2,508,512,PER,Enea >> it,Q82732,-0.22383937239646912
https://digitalzibaldone.net/node/p2759_2,564,568,PER,Enea >> it,Q82732,-0.2203829437494278
https://digitalzibaldone.net/node/p2759_2,583,589,PER,Magone >> it,Q10835843,-1.4217015504837036
https://digitalzibaldone.net/node/p2759_2,734,742,PER,Pallante (Evandro) >> it,Q2048018,-0.17521920800209045
https://digitalzibaldone.net/node/p2759_2,765,771,PER,Rutuli >> it,Q579014,-0.16035734117031097
https://digitalzibaldone.net/node/p2759_2,998,1005,PER,Menelao >> it,Q171839,-0.1822778284549713
https://digitalzibaldone.net/node/p2759_2,1070,1080,PER,Agamennone >> it,Q128176,-0.19659776985645294
https://digitalzibaldone.net/node/p2759_2,540,546,WORK,Eneide >> it,Q60220,-0.18277773261070251
https://digitalzibaldone.net/node/p2761_1,101,106,PER,Omero >> it,Q6691,-0.19120585918426514
https://digitalzibaldone.net/node/p2761_1,541,546,PER,Omero >> it,Q6691,-0.21317797899246216
https://digitalzibaldone.net/node/p2761_1,862,867,PER,Omero >> it,Q6691,-0.20215702056884766
https://digitalzibaldone.net/node/p2761_1,154,162,PER,Publio Virgilio Marone >> it,Q1398,-0.09542854130268097
https://digitalzibaldone.net/node/p2761_1,375,383,PER,Publio Virgilio Marone >> it,Q1398,-0.10969027876853943
https://digitalzibaldone.net/node/p2761_1,654,662,PER,Publio Virgilio Marone >> it,Q1398,-0.10998217761516571
https://digitalzibaldone.net/node/p2761_1,233,237,PER,Enea >> it,Q82732,-0.22263982892036438
https://digitalzibaldone.net/node/p2761_1,430,434,PER,Enea >> it,Q82732,-0.224633127450943
https://digitalzibaldone.net/node/p2761_1,745,749,PER,Enea >> it,Q82732,-0.22090710699558258
https://digitalzibaldone.net/node/p2762_1,20,25,PER,Omero >> it,Q6691,-0.19578106701374054
https://digitalzibaldone.net/node/p2762_1,737,742,PER,Omero >> it,Q6691,-0.2023213803768158
https://digitalzibaldone.net/node/p2762_1,1701,1706,PER,Omero >> it,Q6691,-0.21063406765460968
https://digitalzibaldone.net/node/p2762_1,1912,1917,PER,Omero >> it,Q6691,-0.20919391512870789
https://digitalzibaldone.net/node/p2762_1,1968,1973,PER,Omero >> it,Q6691,-0.21351410448551178
https://digitalzibaldone.net/node/p2762_1,2096,2101,PER,Omero >> it,Q6691,-0.21327804028987885
https://digitalzibaldone.net/node/p2762_1,2695,2700,PER,Omero >> it,Q6691,-0.19216656684875488
https://digitalzibaldone.net/node/p2762_1,520,528,PER,Publio Virgilio Marone >> it,Q1398,-0.07536929845809937
https://digitalzibaldone.net/node/p2762_1,2338,2346,PER,Publio Virgilio Marone >> it,Q1398,-0.07694131135940552
https://digitalzibaldone.net/node/p2762_1,892,896,PER,Enea >> it,Q82732,-0.2236141562461853
https://digitalzibaldone.net/node/p2762_1,1120,1124,PER,Enea >> it,Q82732,-0.22458645701408386
https://digitalzibaldone.net/node/p2762_1,1613,1617,PER,Enea >> it,Q82732,-0.21973362565040588
https://digitalzibaldone.net/node/p2762_1,1814,1818,PER,Enea >> it,Q82732,-0.21584241092205048
https://digitalzibaldone.net/node/p2762_1,2375,2379,PER,Enea >> it,Q82732,-0.21212312579154968
https://digitalzibaldone.net/node/p2762_1,2529,2535,PER,Didone >> it,Q905162,-0.19214220345020294
https://digitalzibaldone.net/node/p2762_1,2587,2600,PER,François-René de Chateaubriand >> it,Q49767,-0.13061632215976715
https://digitalzibaldone.net/node/p2762_1,2715,2722,PER,Luciano di Antiochia >> it,Q510737,-1.0768519639968872
https://digitalzibaldone.net/node/p2762_1,2605,2612,WORK,I martiri >> it,Q3233736,-1.3313264846801758
https://digitalzibaldone.net/node/p2765_1,55,60,PER,Omero >> it,Q6691,-0.19189856946468353
https://digitalzibaldone.net/node/p2767_1,7,12,PER,Omero >> it,Q6691,-0.1937210112810135
https://digitalzibaldone.net/node/p2767_1,1520,1525,PER,Omero >> it,Q6691,-0.20363366603851318
https://digitalzibaldone.net/node/p2767_1,1840,1845,PER,Omero >> it,Q6691,-0.20970088243484497
https://digitalzibaldone.net/node/p2767_1,2262,2267,PER,Omero >> it,Q6691,-0.20546111464500427
https://digitalzibaldone.net/node/p2767_1,24,30,PER,Priamo >> it,Q170473,-0.1837705671787262
https://digitalzibaldone.net/node/p2767_1,463,469,PER,Priamo >> it,Q170473,-0.1912069171667099
https://digitalzibaldone.net/node/p2767_1,494,500,PER,Priamo >> it,Q170473,-0.19046662747859955
https://digitalzibaldone.net/node/p2767_1,591,597,PER,Priamo >> it,Q170473,-0.18769079446792603
https://digitalzibaldone.net/node/p2767_1,42,49,PER,Achille >> it,Q41746,-0.19609257578849792
https://digitalzibaldone.net/node/p2767_1,300,307,PER,Achille >> it,Q41746,-0.19310443103313446
https://digitalzibaldone.net/node/p2767_1,1059,1066,PER,Achille >> it,Q41746,-0.186103954911232
https://digitalzibaldone.net/node/p2767_1,1571,1578,PER,Achille >> it,Q41746,-0.20128954946994781
https://digitalzibaldone.net/node/p2767_1,1722,1729,PER,Achille >> it,Q41746,-0.20303259789943695
https://digitalzibaldone.net/node/p2767_1,2298,2305,PER,Achille >> it,Q41746,-0.19527876377105713
https://digitalzibaldone.net/node/p2767_1,2523,2530,PER,Achille >> it,Q41746,-0.18926915526390076
https://digitalzibaldone.net/node/p2767_1,553,561,PER,Patroclo >> it,Q186271,-0.18585337698459625
https://digitalzibaldone.net/node/p2767_1,813,818,PER,Giove (divinità) >> it,Q4649,-0.11824297904968262
https://digitalzibaldone.net/node/p2767_1,832,836,PER,Teti (Nereide) >> it,Q184437,-0.6747545003890991
https://digitalzibaldone.net/node/p2770_1,22,27,PER,Omero >> it,Q6691,-0.19286364316940308
https://digitalzibaldone.net/node/p2771_1,241,245,PER,Caro >> it,Q204064,-0.6574628353118896
https://digitalzibaldone.net/node/p2771_3,2548,2556,PER,Senofonte >> it,Q129772,-0.5401800274848938
https://digitalzibaldone.net/node/p2771_3,2557,2564,WORK,Simposio (Senofonte) >> it,Q278658,-0.8424773812294006
https://digitalzibaldone.net/node/p2774_1,634,639,PER,Epistola ai Pisoni >> it,Q677997,-2.174473524093628
https://digitalzibaldone.net/node/p2775_1,734,741,PER,Glossario dei termini marinareschi (S-Z) >> it,Q3772467,-1.9764598608016968
https://digitalzibaldone.net/node/p2775_1,819,827,PER,Bernhard Schreiber >> de,Q825896,-6.84918737411499
https://digitalzibaldone.net/node/p2776_1,849,854,PER,Scapaccino >> it,Q3951569,-1.473719596862793
https://digitalzibaldone.net/node/p2776_1,2113,2117,PER,Marco Tullio Cicerone >> it,Q1541,-0.40018871426582336
https://digitalzibaldone.net/node/p2778_1,1690,1696,PER,Ammonoidea >> it,Q228002,-0.33943474292755127
https://digitalzibaldone.net/node/p2778_1,1742,1747,PER,Platone >> it,Q859,-0.11014202982187271
https://digitalzibaldone.net/node/p2778_1,1753,1760,PER,Demosthenes >> it,Q17487893,-0.470988005399704
https://digitalzibaldone.net/node/p2778_1,1697,1721,WORK,A priori e a posteriori >> it,Q178161,-2.7106447219848633
https://digitalzibaldone.net/node/p2778_1,1767,1773,WORK,Epistola >> it,Q215495,-0.4992901384830475
https://digitalzibaldone.net/node/p2779_2,487,491,LOC,Padiglione (architettura) >> it,Q276173,-1.4783883094787598
https://digitalzibaldone.net/node/p2779_2,474,483,WORK,La Grammaire >> fr,Q3209442,-0.920971155166626
https://digitalzibaldone.net/node/p2780_1,234,244,WORK,Roberto Forcellini >> it,Q26972565,-1.3504681587219238
https://digitalzibaldone.net/node/p2781_1,931,937,LOC,Lingua greca antica >> it,Q35497,-0.6940672993659973
https://digitalzibaldone.net/node/p2782_1,89,95,LOC,Italia >> it,Q38,-0.22622615098953247
https://digitalzibaldone.net/node/p2782_1,370,376,LOC,Italia >> it,Q38,-0.2131938338279724
https://digitalzibaldone.net/node/p2782_1,719,725,LOC,Italia >> it,Q38,-0.40660595893859863
https://digitalzibaldone.net/node/p2782_1,293,300,LOC,Lingua francese >> it,Q150,-0.34373101592063904
https://digitalzibaldone.net/node/p2783_1,109,116,LOC,Lingua francese >> it,Q150,-0.31665968894958496
https://digitalzibaldone.net/node/p2783_1,736,745,PER,Giulio Perticari >> it,Q3769747,-2.033644199371338
https://digitalzibaldone.net/node/p2783_1,746,754,WORK,Apologia >> it,Q2000718,-0.7291745543479919
https://digitalzibaldone.net/node/p2786_1,406,413,PER,Ombrella >> it,Q577430,-2.0404303073883057
https://digitalzibaldone.net/node/p2786_1,2187,2194,PER,Glossario dei termini marinareschi (S-Z) >> it,Q3772467,-2.272029161453247
https://digitalzibaldone.net/node/p2786_1,536,544,PER,Bernhard Schreiber >> de,Q825896,-6.38273286819458
https://digitalzibaldone.net/node/p2786_1,744,752,PER,Visconti >> it,Q212475,-0.38543272018432617
https://digitalzibaldone.net/node/p2786_1,1363,1371,PER,Luchino Visconti >> it,Q13888,-0.9876546859741211
https://digitalzibaldone.net/node/p2786_1,2057,2065,PER,Luchino Visconti >> it,Q13888,-0.9774308204650879
https://digitalzibaldone.net/node/p2786_1,2231,2239,PER,Luchino Visconti >> it,Q13888,-1.000043511390686
https://digitalzibaldone.net/node/p2786_1,1814,1822,PER,Tucidide >> it,Q41683,-0.18182626366615295
