par_id,surface,start,end,wikidata,type,match,pattern
p3134_1,Omero,116,121,Q6691,PER,exact,
p3134_1,Omero,1802,1807,Q6691,PER,exact,
p3134_1,Virgilio,1594,1602,Q1398,PER,exact,
p3134_1,Virgilio,1736,1744,Q1398,PER,exact,
p1848_1,Grecia,345,351,Q11772,LOC,exact,
p1848_1,Grecia,1219,1225,Q11772,LOC,exact,
p1848_1,Egitto,353,359,Q11768,LOC,exact,
p1848_1,India,361,366,Q668,LOC,exact,
p1848_1,L'Oriente,493,502,Q205653,LOC,exact,
p1848_1,Palestina,1346,1355,Q23792,LOC,exact,
p1848_1,Asia,1448,1452,Q48,LOC,exact,
p1848_1,Affrica,1459,1466,Q15,LOC,exact,
p1848_1,Arnobio,975,982,Q342416,PER,exact,
p1848_1,Confucio,636,644,Q4604,PER,exact,
p1848_1,Lattanzio,996,1005,Q209102,PER,exact,
p1848_1,Lucano,833,839,Q188646,PER,exact,
p1848_1,Quintiliano,860,871,Q193769,PER,exact,
p1848_1,Salomone,435,443,Q37085,PER,exact,
p1848_1,Seneca,825,831,Q2054,PER,exact,
p1848_1,Tertulliano,909,920,Q174929,PER,exact,
p1848_1,S. Agostino,922,933,Q8018,PER,partial,Agostino di Ippona
p351_1,Aristotele,436,446,Q868,PER,exact,
p351_1,Platone,333,340,Q859,PER,exact,
p351_1,Teofrasto,31,40,Q160362,PER,exact,
p1847_1,Aristotele,1262,1272,Q868,PER,exact,
p1847_1,Lord Byron,1213,1223,Q5679,PER,exact,
p112_5,Petrarca,25,33,Q1401,PER,exact,
p112_5,Petrarca,235,243,Q1401,PER,exact,
p8_3,Italia,1394,1400,Q38,LOC,exact,
p8_3,Camper,1541,1547,Q382682,PER,exact,
p3682_1,V. Speroni,814,824,Q352663,PER,partial,Sperone Speroni
p4148_4,Piron,134,139,Q983437,PER,exact,
p4148_4,Pougens,141,148,Q2960678,PER,partial,Charles de Pougens
p1366_1,Grecia,323,329,Q11772,LOC,exact,
p1366_1,Dante,14,19,Q1067,PER,exact,
p1366_1,Dante,723,728,Q1067,PER,exact,
p1366_1,Dante,737,742,Q1067,PER,exact,
p1366_1,Omero,293,298,Q6691,PER,exact,
p1366_1,Omero,511,516,Q6691,PER,exact,
p1366_1,Omero,684,689,Q6691,PER,exact,
p1366_1,Omero,781,786,Q6691,PER,exact,
p1366_1,Monti,547,552,Q723643,PER,partial,Vincenzo Monti
p1366_1,Petr,21,25,Q1401,PER,levenshtein,Petrarca
p4379_1,Asia,865,869,Q48,LOC,exact,
p4379_1,Omero,49,54,Q6691,PER,exact,
p4379_1,Omero,295,300,Q6691,PER,exact,
p4379_1,Capponi,1363,1370,Q719985,PER,partial,Gino Capponi
p4379_1,Heyne,14,19,Q63182,PER,partial,Christian Gottlob Heyne
p4379_1,Heyne,187,192,Q63182,PER,partial,Christian Gottlob Heyne
p4379_1,Payne Knight,258,270,Q833886,PER,partial,Richard Payne Knight
p4379_1,Payne Knight,1435,1447,Q833886,PER,partial,Richard Payne Knight
p2595_1,Alfieri,58,65,Q296244,PER,partial,Vittorio Amedeo Alfieri
p2821_3,Catone,43,49,Q180081,PER,partial,Marco Porcio Catone Censore
p2821_3,Catone,1376,1382,Q180081,PER,partial,Marco Porcio Catone Censore
p2821_3,Catone,1463,1469,Q180081,PER,partial,Marco Porcio Catone Censore
p2821_3,Festo,21,26,Q302723,PER,partial,Sesto Pompeo Festo
p2821_3,Festo,1327,1332,Q302723,PER,partial,Sesto Pompeo Festo
p4102_5,Moliere,280,287,Q687,PER,levenshtein,Molière
p1338_2,Grecia,272,278,Q11772,LOC,exact,
p1338_2,Ippocrate,31,40,Q5264,PER,exact,
p392_1,Dante,343,348,Q1067,PER,exact,
p392_1,Lorenzo de' Medici,785,803,Q177854,PER,exact,
p392_1,Petrarca,354,362,Q1401,PER,exact,
p392_1,Alfieri,1186,1193,Q296244,PER,partial,Vittorio Amedeo Alfieri
p392_1,Leon X.,915,922,Q49237,PER,levenshtein,Leone X
p392_1,Cosimo,776,782,Q48544,PER,partial,Cosimo di Giovanni de' Medici
p357_1,Condorcet,174,183,Q201477,PER,exact,
p357_1,Robespierre,574,585,Q44197,PER,exact,
p2453_1,Alfieri,1025,1032,Q296244,PER,partial,Vittorio Amedeo Alfieri
p2453_1,Staël,1006,1011,Q123041,PER,partial,Anne Louise Germaine de Staël
p4030_10,Erodoto,11,18,Q26825,PER,exact,
p4030_10,Palmerio,135,143,Q3159322,PER,partial,"Palmerio (Jacques Le Paulmier de
                            Grentemesnil)"
p4030_10,Luciano,187,194,Q177847,PER,partial,Luciano di Samosata
p4010_5,Alessi,1341,1347,Q4966577,PER,exact,
p4010_5,Ateneo,713,719,Q294923,PER,exact,
p4010_5,Ateneo,1359,1365,Q294923,PER,exact,
p4010_5,Dione Cassio,1138,1150,Q185223,PER,exact,
p4010_5,Euripide,962,970,Q48305,PER,exact,
p4010_5,Fenice Colofonio,679,695,Q10287061,PER,exact,
p4010_5,Platone,1576,1583,Q859,PER,exact,
p4010_5,AElian,1286,1292,Q313782,PER,levenshtein,Eliano
p4010_5,Dalechampio,776,787,Q1230960,PER,levenshtein,Daléchamps
p4010_5,Dalechampio},1405,1417,Q1230960,PER,levenshtein,Daléchamps
p4010_5,Scapula,941,948,Q3179685,PER,partial,Joannes Scapula
p4010_5,Scapula,1111,1118,Q3179685,PER,partial,Joannes Scapula
p4494_1,Svezia,835,841,Q34,LOC,exact,
p4494_1,Stralsund,856,865,Q4065,LOC,exact,
p4494_1,Voltaire,871,879,Q9068,PER,exact,
p4494_1,Carlo,820,825,Q52934,PER,partial,Carlo XII di Svezia
p1270_2,Jones,822,827,Q273969,PER,exact,
p996_1,Virgilio,311,319,Q1398,PER,exact,
p996_1,Gemisto,1458,1465,Q220313,PER,partial,Giorgio Gemisto Pletone
p697_1,Baldi,1075,1080,Q560613,PER,partial,Bernardino Baldi
p697_1,Perticari,1098,1107,Q3769747,PER,partial,Giulio Perticari di Savignano
p3988_2,Weller,67,73,Q111128,PER,partial,Jacob Weller
p3986_1,Festo,29,34,Q302723,PER,partial,Sesto Pompeo Festo
p3986_1,Festo,179,184,Q302723,PER,partial,Sesto Pompeo Festo
p911_1,Rousseau,265,273,Q6527,PER,partial,Jean-Jacques Rousseau
p911_1,Rousseau,437,445,Q6527,PER,partial,Jean-Jacques Rousseau
p553_2,Ossian,957,963,Q15837802,PER,exact,
p553_2,Tacito,912,918,Q2161,PER,exact,
p553_2,Goguet,1302,1308,Q18714346,PER,partial,Antoine-Yves Goguet
p2009_1,Lucrezio,801,809,Q47154,PER,exact,
p329_1,Lutero,1128,1134,Q9554,PER,exact,
p329_1,Maometto,1040,1048,Q9458,PER,exact,
p329_1,Pascal,165,171,Q1290,PER,partial,Blaise Pascal
p1760_1,Ispagna,117,124,Q29,LOC,exact,
p1760_1,Ispagna,323,330,Q29,LOC,exact,
p1760_1,Milano,566,572,Q490,LOC,exact,
p1760_1,A. F. Stella,590,602,Q3619591,PER,partial,Antonio Fortunato Stella
p1153_1,Prisciano,778,787,Q356433,PER,exact,
p2097_2,Shakespeare,749,760,Q692,PER,exact,
p2097_2,Anna,700,704,Q119702,PER,partial,Anna di Gran Bretagna
p2522_1,Petrarca,519,527,Q1401,PER,exact,
p2522_1,Virgilio,578,586,Q1398,PER,exact,
p2522_1,Tasso,340,345,Q168962,PER,partial,Torquato Tasso
p4510_1,Stratone,970,978,Q316353,PER,partial,Stratone di Lampsaco
p4092_1,Buffon,369,375,Q229264,PER,exact,
p4092_1,Buffon,809,815,Q229264,PER,exact,
p4475_2,Nieb,193,197,Q60586,PER,levenshtein,Niebuhr
p2239_2,Cicerone,722,730,Q1541,PER,exact,
p2239_2,Cicerone,877,885,Q1541,PER,exact,
p2239_2,Demostene,697,706,Q117253,PER,exact,
p2239_2,Demostene,839,848,Q117253,PER,exact,
p2982_1,Omero,36,41,Q6691,PER,exact,
p2982_1,Omero,646,651,Q6691,PER,exact,
p942_1,Paris,1625,1630,Q90,LOC,exact,
p942_1,Hager,1799,1804,Q3810214,PER,partial,Giuseppe Hager
p942_1,Staunton,169,177,Q333469,PER,partial,George Thomas Staunton
p1138_2,Lanzi,25,30,Q972400,PER,partial,Luigi Antonio Lanzi
p4281_3,Recanati,1544,1552,Q83362,LOC,exact,
p4281_3,Cicerone,737,745,Q1541,PER,exact,
p4281_3,Freherus,191,199,Q108664,PER,exact,
p4281_3,Chesterfield,528,540,Q332487,PER,partial,"Philip Stanhope, IV conte di Chesterfield"
p4281_3,Chesterfield,1138,1150,Q332487,PER,partial,"Philip Stanhope, IV conte di Chesterfield"
p4281_3,Federico di Prussia,766,785,Q33550,PER,levenshtein,Federico II di Prussia
p4281_3,Reimar,62,68,Q706888,PER,levenshtein,Reimarus
p1965_1,Inghilterra,175,186,Q21,LOC,exact,
p1965_1,Lady Morgan,205,216,Q459275,PER,exact,
p4177_3,Petrarca,169,177,Q1401,PER,exact,
p4177_3,Petrar,61,67,Q1401,PER,levenshtein,Petrarca
p4041_6,Omero,112,117,Q6691,PER,exact,
p4041_6,Omero,284,289,Q6691,PER,exact,
p1043_1,Francia,582,589,Q142,LOC,exact,
p1043_1,Montesquieu,456,467,Q15975,PER,exact,
p3137_2,Omero,98,103,Q6691,PER,exact,
p3137_2,Omero,252,257,Q6691,PER,exact,
p3137_2,Omero,1133,1138,Q6691,PER,exact,
p2171_1,Staël,48,53,Q123041,PER,partial,Anne Louise Germaine de Staël
p1858_1,Aristarco di Samo,292,309,Q140188,PER,exact,
p1858_1,Cusa,324,328,Q154751,PER,partial,Niccolò da Cusa
p1858_1,Pittagora,279,288,Q10261,PER,levenshtein,Pitagora
p4192_1,Bologna,1250,1257,Q1891,LOC,exact,
p4192_1,Bayle,13,18,Q214816,PER,partial,Pierre Bayle
p928_1,Ducange,831,838,Q442240,PER,exact,
p928_1,Forcellini,724,734,Q550353,PER,partial,Egidio Forcellini
p239_2,Svizzera,1205,1213,Q39,LOC,exact,
p239_2,Cicerone,517,525,Q1541,PER,exact,
p239_2,M. Tullio,17,26,Q1541,PER,partial,Marco Tullio Cicerone
p1518_1,Roma,81,85,Q1747689,LOC,exact,
p1518_1,Roma,340,344,Q1747689,LOC,exact,
p1518_1,Parigi,179,185,Q90,LOC,exact,
p1518_1,Erodoto,881,888,Q26825,PER,exact,
p1518_1,Polibio,1002,1009,Q131169,PER,exact,
p1518_1,Senofonte,894,903,Q129772,PER,exact,
p1518_1,Anna,600,604,Q119702,PER,partial,Anna di Gran Bretagna
p1518_1,Luciano,990,997,Q177847,PER,partial,Luciano di Samosata
p4048_1,V. lo Schrevel,189,203,Q377100,PER,partial,Cornelis Schrevel
p4148_1,Lugo,115,119,Q52983,LOC,exact,
p4148_1,Boccaccio,78,87,Q1402,PER,exact,
p3132_2,Omero,186,191,Q6691,PER,exact,
p3132_2,Virgilio,236,244,Q1398,PER,exact,
p2865_1,Giusto de' Conti,171,187,Q3771771,PER,exact,
p2865_1,Angelo di Costanzo,220,238,Q2849524,PER,exact,
p114_1,Montesquieu,344,355,Q15975,PER,exact,
p114_1,Clodio,335,341,Q313664,PER,partial,Publio Clodio Pulcro
p114_1,Buonaparte,524,534,Q517,PER,partial,Napoleone di Buonaparte
p3967_1,Ippocrate,305,314,Q5264,PER,exact,
p4234_2,V. Maffei,165,174,Q1587432,PER,partial,"Francesco Scipione, marchese di Maffei"
p2395_2,Botta,56,61,Q623180,PER,partial,Carlo Giuseppe Guglielmo Botta
p1155_2,Festo,115,120,Q302723,PER,partial,Sesto Pompeo Festo
p4388_2,Raffaello,474,483,Q5597,PER,exact,
p4388_2,Virgilio,392,400,Q1398,PER,exact,
p4327_1,Firenze,1320,1327,Q2044,LOC,exact,
p4327_1,Omero,179,184,Q6691,PER,exact,
p4327_1,Omero,754,759,Q6691,PER,exact,
p4327_1,Omero,1234,1239,Q6691,PER,exact,
p4327_1,Virgilio,481,489,Q1398,PER,exact,
p4327_1,Müller,99,105,Q57879,PER,partial,Wilhelm Müller
p4327_1,Müller,966,972,Q57879,PER,partial,Wilhelm Müller
p4327_1,Wolf,89,93,Q65337,PER,partial,Friedrich August Wolf
p4327_1,Wolf,956,960,Q65337,PER,partial,Friedrich August Wolf
p2128_1,Francia,760,767,Q142,LOC,exact,
p2128_1,Grecia,807,813,Q11772,LOC,exact,
p2128_1,Demostene,233,242,Q117253,PER,exact,
p62_3,Arriano,103,110,Q31845,PER,exact,
p62_3,Arriano,214,221,Q31845,PER,exact,
p62_3,Arriano,461,468,Q31845,PER,exact,
p62_3,Alessandro,159,169,Q8409,PER,partial,Alessandro il Conquistatore
p62_3,Alessandro,449,459,Q8409,PER,partial,Alessandro il Conquistatore
p62_3,Alessandro,774,784,Q8409,PER,partial,Alessandro il Conquistatore
p62_3,Curzio,131,137,Q5959,PER,partial,Quinto Curzio Rufo
p62_3,Dario,32,37,Q102865,PER,partial,Dario III di Persia
p62_3,Dario,663,668,Q102865,PER,partial,Dario III di Persia
p3976_1,Ariosto,1356,1363,Q48900,PER,exact,
p4197_7,Suetonio,159,167,Q10133,PER,exact,
p4197_7,Sueton,140,146,Q10133,PER,levenshtein,Suetonio
p4197_7,Teodoro Gadareno,14,30,Q1631829,PER,partial,Teodoro di Gadara
p2991_1,Quintil,475,482,Q193769,PER,levenshtein,Quintiliano
p4150_1,Bologna,370,377,Q1891,LOC,exact,
p1209_2,Petrarca,92,100,Q1401,PER,exact,
p9_2,Dante,1865,1870,Q1067,PER,exact,
p9_2,Orazio,1439,1445,Q6197,PER,exact,
p9_2,Omero,292,297,Q6691,PER,exact,
p9_2,Omero,1859,1864,Q6691,PER,exact,
p4018_7,Luciano,584,591,Q177847,PER,partial,Luciano di Samosata
p4046_4,Forcellini,180,190,Q550353,PER,partial,Egidio Forcellini
p4046_4,Luciano nel Dial,77,93,Q177847,PER,partial,Luciano di Samosata
p2923_3,Cicerone,404,412,Q1541,PER,exact,
p2923_3,Corticelli,152,162,Q21124239,PER,partial,Salvatore Corticelli
p352_1,Hufeland,44,52,Q32257,PER,partial,Christoph Wilhelm Hufeland
p3624_2,Forcellini,208,218,Q550353,PER,partial,Egidio Forcellini
p4160_10,Bologna,1515,1522,Q1891,LOC,exact,
p4449_2,Ettore,88,94,Q159666,PER,exact,
p4449_2,dal Pindemonte,19,33,Q1236766,PER,partial,Ippolito Pindemonte
p3125_1,Achille,226,233,Q41746,PER,exact,
p3125_1,Enea,908,912,Q82732,PER,exact,
p3125_1,Omero,43,48,Q6691,PER,exact,
p3125_1,Omero,829,834,Q6691,PER,exact,
p3125_1,Omero,1519,1524,Q6691,PER,exact,
p2363_2,Foscolo,265,272,Q166234,PER,exact,
p2363_2,Alfieri,256,263,Q296244,PER,partial,Vittorio Amedeo Alfieri
p2363_2,Parini,281,287,Q529146,PER,partial,Giuseppe Parini
p2363_2,Parini,395,401,Q529146,PER,partial,Giuseppe Parini
p480_1,Velleio,415,422,Q316098,PER,partial,Marco Velleio Patercolo
p43_5,Roma,242,246,Q1747689,LOC,exact,
p4201_1,Bologna,62,69,Q1891,LOC,exact,
p2370_1,Dante,987,992,Q1067,PER,exact,
p2370_1,Ganimede,249,257,Q131588,PER,exact,
p2370_1,Omero,351,356,Q6691,PER,exact,
p2370_1,Omero,578,583,Q6691,PER,exact,
p2370_1,Senofonte,187,196,Q129772,PER,exact,
p2370_1,Senofonte,377,386,Q129772,PER,exact,
p2370_1,Senofonte,1032,1041,Q129772,PER,exact,
p3390_1,Redi,431,435,Q311187,PER,exact,
p3390_1,Salvini,441,448,Q349065,PER,partial,Antonio Maria Salvini
p3390_1,V. Speroni Oraz,758,773,Q352663,PER,partial,Sperone Speroni
p4158_8,Rom.,635,639,Q220,LOC,exact,
p4158_8,Andocid,683,690,Q391654,PER,levenshtein,Andocide
p4158_8,Huschke Miscell,1013,1028,Q1659929,PER,partial,Immanuel Gottlieb Huschke
p4158_8,Lysias,669,675,Q310164,PER,levenshtein,Lisia
p2705_2,Perticari,33,42,Q3769747,PER,partial,Giulio Perticari di Savignano
p2157_1,S. Flaviano,1764,1775,Q509569,PER,partial,Flaviano di Costantinopoli
p2965_1,Alfieri,966,973,Q296244,PER,partial,Vittorio Amedeo Alfieri
p526_1,Floro,13,18,Q316483,PER,exact,
p526_1,Floro,267,272,Q316483,PER,exact,
p526_1,Livio,130,135,Q2039,PER,exact,
p4329_1,Italia,125,131,Q38,LOC,exact,
p4329_1,Firenze,834,841,Q2044,LOC,exact,
p2371_1,Senofonte,958,967,Q129772,PER,exact,
p3761_2,Arriano,84,91,Q31845,PER,exact,
p2699_1,Dante,982,987,Q1067,PER,exact,
p4020_6,lo Scapula,168,178,Q3179685,PER,partial,Joannes Scapula
p4196_1,Forcellini,131,141,Q550353,PER,partial,Egidio Forcellini
p4196_1,Sueton,102,108,Q10133,PER,levenshtein,Suetonio
p1_4,Cesare,75,81,Q1048,PER,exact,
p1_4,Giove,84,89,Q4649,PER,exact,
p4240_1,Recanati,604,612,Q83362,LOC,exact,
p4240_1,Giorgio Gemisto Pletone,179,202,Q220313,PER,exact,
p4240_1,Elena,273,278,Q170164,PER,exact,
p4240_1,Mustoxidi,328,337,Q902399,PER,partial,Andrea Mustoxidi
p4240_1,Scinà,340,345,Q3713240,PER,partial,Domenico Scinà
p4414_3,Erodoto,529,536,Q26825,PER,exact,
p4414_3,Esiodo,433,439,Q44233,PER,exact,
p4414_3,Omero,75,80,Q6691,PER,exact,
p4414_3,Omero,188,193,Q6691,PER,exact,
p4414_3,Omero,421,426,Q6691,PER,exact,
p4414_3,Omero,589,594,Q6691,PER,exact,
p4414_3,Omero,712,717,Q6691,PER,exact,
