id,start_pos,end_pos,surface,type,wb_id,alias
https://digitalzibaldone.net/node/p2759_2,57,62,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,76,84,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2759_2,487,494,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2759_2,508,512,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,564,568,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,583,589,Magone,PER,Q2882021,Magone
https://digitalzibaldone.net/node/p2759_2,734,742,Pallante,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,765,771,Rutuli,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,972,977,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2759_2,998,1005,Menelao,PER,Q1227205,Menelao
https://digitalzibaldone.net/node/p2759_2,1070,1080,Agamennone,PER,Q312032,Achemene
https://digitalzibaldone.net/node/p2761_1,101,106,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,154,162,Virgilio,LOC,NIL,
https://digitalzibaldone.net/node/p2761_1,233,237,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,375,383,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2761_1,430,434,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,541,546,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,654,662,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2761_1,745,749,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,862,867,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,20,25,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,520,528,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2762_1,737,742,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,892,896,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1120,1124,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1613,1617,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1619,1625,Laonde,PER,Q1514779,Gerardus Laurentius Keultjes
https://digitalzibaldone.net/node/p2762_1,1701,1706,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,1814,1818,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1912,1917,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,1968,1973,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,2096,2101,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2338,2346,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2762_1,2375,2379,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2529,2535,Didone,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2587,2612,Chateaubriand nei Martiri,PER,Q49767,François-René de Chateaubriand
https://digitalzibaldone.net/node/p2762_1,2695,2700,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2715,2722,Luciano,PER,Q510737,Luciano di Antiochia
https://digitalzibaldone.net/node/p2765_1,55,60,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,7,12,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,24,30,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,42,49,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,300,307,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,463,469,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,494,500,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,553,561,Patroclo,PER,Q762982,Patroclo
https://digitalzibaldone.net/node/p2767_1,591,597,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,813,818,Giove,LOC,NIL,
https://digitalzibaldone.net/node/p2767_1,832,836,Teti,PER,Q269285,Teti
https://digitalzibaldone.net/node/p2767_1,1059,1066,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1520,1525,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,1571,1578,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1722,1729,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1840,1845,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,2262,2267,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,2298,2305,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,2523,2530,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2770_1,22,27,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
