id,start_pos,end_pos,surface,type,wb_id,alias
https://digitalzibaldone.net/node/p2759_2,57,62,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,76,84,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2759_2,487,494,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2759_2,508,512,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,564,568,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,583,589,Magone,PER,Q2882021,Magone
https://digitalzibaldone.net/node/p2759_2,734,742,Pallante,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,765,771,Rutuli,PER,NIL,
https://digitalzibaldone.net/node/p2759_2,972,977,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2759_2,998,1005,Menelao,PER,Q1227205,Menelao
https://digitalzibaldone.net/node/p2759_2,1070,1080,Agamennone,PER,Q312032,Achemene
https://digitalzibaldone.net/node/p2761_1,101,106,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,154,162,Virgilio,LOC,NIL,
https://digitalzibaldone.net/node/p2761_1,233,237,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,375,383,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2761_1,430,434,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,541,546,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,654,662,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2761_1,745,749,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2761_1,862,867,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,20,25,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,520,528,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2762_1,737,742,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,892,896,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1120,1124,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1613,1617,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1619,1625,Laonde,PER,Q1514779,Gerardus Laurentius Keultjes
https://digitalzibaldone.net/node/p2762_1,1701,1706,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,1814,1818,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,1912,1917,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,1968,1973,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2762_1,2096,2101,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2338,2346,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2762_1,2375,2379,Enea,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2529,2535,Didone,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2587,2612,Chateaubriand nei Martiri,PER,Q49767,François-René de Chateaubriand
https://digitalzibaldone.net/node/p2762_1,2695,2700,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2762_1,2715,2722,Luciano,PER,Q510737,Luciano di Antiochia
https://digitalzibaldone.net/node/p2765_1,55,60,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,7,12,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,24,30,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,42,49,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,300,307,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,463,469,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,494,500,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,553,561,Patroclo,PER,Q762982,Patroclo
https://digitalzibaldone.net/node/p2767_1,591,597,Priamo,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,813,818,Giove,LOC,NIL,
https://digitalzibaldone.net/node/p2767_1,832,836,Teti,PER,Q269285,Teti
https://digitalzibaldone.net/node/p2767_1,1059,1066,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1520,1525,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2767_1,1571,1578,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1722,1729,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,1840,1845,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,2262,2267,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2767_1,2298,2305,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2767_1,2523,2530,Achille,PER,Q656021,Achilla
https://digitalzibaldone.net/node/p2770_1,22,27,Omero,PER,Q8467,ʿUmar ibn al-Khaṭṭāb
https://digitalzibaldone.net/node/p2771_2,0,5,Matto,PER,NIL,
https://digitalzibaldone.net/node/p2771_3,2325,2330,Lateo,PER,NIL,
https://digitalzibaldone.net/node/p2771_3,2557,2564,Simpos.,PER,NIL,
https://digitalzibaldone.net/node/p2771_3,2581,2585,Dori,PER,NIL,
https://digitalzibaldone.net/node/p2771_3,2626,2632,Patior,PER,NIL,
https://digitalzibaldone.net/node/p2771_3,2744,2747,Eol,PER,NIL,
https://digitalzibaldone.net/node/p2775_1,728,741,Nello Scapula,PER,Q3629754,Aulo Giano Parrasio
https://digitalzibaldone.net/node/p2775_1,819,827,Schrevel,PER,Q825896,Bernhard Schreiber
https://digitalzibaldone.net/node/p2776_1,981,989,Γιγνώσκω,PER,Q16533,giudice
https://digitalzibaldone.net/node/p2778_1,570,577,Bastimi,PER,NIL,
https://digitalzibaldone.net/node/p2778_1,1690,1695,Ammon,PER,NIL,
https://digitalzibaldone.net/node/p2778_1,1742,1746,Plat,PER,Q859,Platone
https://digitalzibaldone.net/node/p2778_1,1753,1759,Demost,PER,Q117253,Demostene
https://digitalzibaldone.net/node/p2779_2,477,482,Gramm,PER,NIL,
https://digitalzibaldone.net/node/p2780_1,234,244,Forcellini,PER,Q20140244,Giulio Cesare Colonna di Sciarra
https://digitalzibaldone.net/node/p2782_1,370,376,italia,LOC,Q38,Italia
https://digitalzibaldone.net/node/p2783_1,736,745,Perticari,PER,Q3769747,Giulio Perticari
https://digitalzibaldone.net/node/p2784_1,130,134,Ella,PER,NIL,
https://digitalzibaldone.net/node/p2786_1,406,413,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2786_1,536,544,Schrevel,PER,Q825896,Bernhard Schreiber
https://digitalzibaldone.net/node/p2786_1,548,555,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2786_1,560,568,Harpyiae,LOC,NIL,
https://digitalzibaldone.net/node/p2786_1,744,752,Visconti,PER,Q777163,Giovanni Visconti
https://digitalzibaldone.net/node/p2786_1,1363,1371,Visconti,PER,Q195825,Luchino Visconti
https://digitalzibaldone.net/node/p2786_1,1828,1835,Platone,PER,Q859,Platone
https://digitalzibaldone.net/node/p2786_1,2057,2065,Visconti,PER,Q195825,Luchino Visconti
https://digitalzibaldone.net/node/p2786_1,2187,2194,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2786_1,2200,2206,Tusano,PER,NIL,
https://digitalzibaldone.net/node/p2786_1,2231,2239,Visconti,PER,Q195825,Luchino Visconti
https://digitalzibaldone.net/node/p2788_1,311,319,Visconti,PER,Q195825,Luchino Visconti
https://digitalzibaldone.net/node/p2788_1,359,365,Tusano,PER,NIL,
https://digitalzibaldone.net/node/p2788_1,398,403,Etym.,PER,NIL,
https://digitalzibaldone.net/node/p2788_1,738,746,Visconti,PER,Q195825,Luchino Visconti
https://digitalzibaldone.net/node/p2788_1,968,974,Iliade,PER,NIL,
https://digitalzibaldone.net/node/p2788_1,1083,1090,Harpyia,PER,NIL,
https://digitalzibaldone.net/node/p2788_1,1150,1156,Raptim,PER,NIL,
https://digitalzibaldone.net/node/p2788_1,1414,1421,Sofocle,PER,Q7235,Sofocle
https://digitalzibaldone.net/node/p2788_1,1796,1804,Rapinoso,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,18,26,Arpalice,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,43,50,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,55,64,Harpalice,LOC,NIL,
https://digitalzibaldone.net/node/p2790_1,191,199,Teogonia,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,537,542,Nereo,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,1219,1224,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2790_1,1264,1269,Dante,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2790_1,1290,1295,Monti,PER,Q723643,Vincenzo Monti
https://digitalzibaldone.net/node/p2790_1,1442,1448,Iliade,PER,NIL,
https://digitalzibaldone.net/node/p2791_1,371,377,Nótisi,PER,NIL,
https://digitalzibaldone.net/node/p2792_1,233,240,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2792_1,245,253,Harpyiae,LOC,NIL,
https://digitalzibaldone.net/node/p2792_1,538,546,Eustazio,PER,Q1410648,Eustazio
https://digitalzibaldone.net/node/p2792_1,557,564,Scapula,PER,NIL,
https://digitalzibaldone.net/node/p2792_1,665,670,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2792_1,781,786,Arpie,PER,NIL,
https://digitalzibaldone.net/node/p2792_1,861,868,Luciano,PER,Q313735,Lucio Cesare
https://digitalzibaldone.net/node/p2792_2,17,23,Charon,PER,NIL,
https://digitalzibaldone.net/node/p2792_2,321,331,Forcellini,PER,Q550353,Egidio Forcellini
https://digitalzibaldone.net/node/p2793_2,238,243,B. G.,PER,Q724672,Giambattista Giraldi Cinzio
https://digitalzibaldone.net/node/p2793_2,2553,2561,Porfirio,PER,Q203445,Porfirio
https://digitalzibaldone.net/node/p2793_2,2604,2611,Plotino,PER,Q134189,Plotino
https://digitalzibaldone.net/node/p2793_2,2656,2665,Porphyrii,PER,Q203445,Porfirio
https://digitalzibaldone.net/node/p2796_1,563,570,Gazaeum,PER,NIL,
https://digitalzibaldone.net/node/p2796_1,619,625,Fabric,PER,NIL,
https://digitalzibaldone.net/node/p2796_1,630,635,B. G.,PER,Q724672,Giambattista Giraldi Cinzio
https://digitalzibaldone.net/node/p2796_2,57,68,Castiglione,PER,Q211133,Baldassarre Castiglione
https://digitalzibaldone.net/node/p2796_2,2464,2471,Veggasi,PER,Q178709,Giambattista Vico
https://digitalzibaldone.net/node/p2799_1,583,589,Northi,PER,NIL,
https://digitalzibaldone.net/node/p2799_1,749,763,Enrico Stefano,PER,Q664748,Henri Estienne
https://digitalzibaldone.net/node/p2799_1,802,810,Fabricio,PER,Q1060389,Fabriziano di Toledo
https://digitalzibaldone.net/node/p2799_1,812,817,B. G.,PER,NIL,
https://digitalzibaldone.net/node/p2799_1,874,882,Fabricio,PER,Q1196109,Gaio Fabricio Luscino
https://digitalzibaldone.net/node/p2799_1,1122,1130,Fabricio,PER,Q1196109,Gaio Fabricio Luscino
https://digitalzibaldone.net/node/p2804_1,2171,2176,Teseo,PER,NIL,
https://digitalzibaldone.net/node/p2804_1,2187,2192,Edipo,PER,NIL,
https://digitalzibaldone.net/node/p2804_1,2200,2204,Tebe,PER,NIL,
https://digitalzibaldone.net/node/p2804_1,2323,2327,Ella,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,230,240,V. Forcell,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2809_1,1011,1017,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,1044,1062,Lorenzo de' Medici,PER,Q177854,Lorenzo de' Medici
https://digitalzibaldone.net/node/p2809_1,1086,1089,Gio,PER,Q3768443,Giovanni da Venezia
https://digitalzibaldone.net/node/p2809_1,1132,1139,Leone X,PER,Q49237,papa Leone X
https://digitalzibaldone.net/node/p2809_1,1203,1209,Torino,LOC,Q495,Torino
https://digitalzibaldone.net/node/p2809_1,1349,1354,Venez,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,1365,1392,Gabriel Giolito de' Ferrari,PER,Q1490296,Gabriele Giolito de' Ferrari
https://digitalzibaldone.net/node/p2809_1,1513,1526,Paolo Manuzio,PER,Q941151,Paolo Manuzio
https://digitalzibaldone.net/node/p2809_1,1530,1536,Venez.,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,1625,1631,Crusca,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,1682,1696,Comin da Trino,PER,NIL,
https://digitalzibaldone.net/node/p2809_1,1700,1710,Monferrato,LOC,Q19868,Monferrato
https://digitalzibaldone.net/node/p2809_1,1766,1772,Roscoe,PER,NIL,
https://digitalzibaldone.net/node/p2811_1,199,204,Omero,PER,NIL,
https://digitalzibaldone.net/node/p2811_1,247,255,Plutarco,PER,Q41523,Plutarco
https://digitalzibaldone.net/node/p2811_2,340,345,B. G.,PER,NIL,
https://digitalzibaldone.net/node/p2813_1,1146,1154,Virgilio,PER,Q1398,Publio Virgilio Marone
https://digitalzibaldone.net/node/p2813_1,3192,3198,Cubare,PER,NIL,
https://digitalzibaldone.net/node/p2813_1,3591,3599,Battista,PER,Q3770077,Giuseppe Battista
https://digitalzibaldone.net/node/p2818_1,684,691,V. Forc,PER,Q222923,Vincenzo Foppa
https://digitalzibaldone.net/node/p2818_1,696,700,Beto,PER,NIL,
https://digitalzibaldone.net/node/p2818_1,702,704,V.,PER,NIL,
https://digitalzibaldone.net/node/p2819_2,333,341,Cicerone,PER,Q1541,Marco Tullio Cicerone
https://digitalzibaldone.net/node/p2819_2,392,405,V. Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2819_2,481,491,V. Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2819_2,566,572,Sponso,PER,NIL,
https://digitalzibaldone.net/node/p2820_1,22,29,Cantito,PER,NIL,
https://digitalzibaldone.net/node/p2820_1,31,39,Sumptito,PER,NIL,
https://digitalzibaldone.net/node/p2820_2,525,535,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2820_3,254,261,Veggasi,PER,Q784373,Piero Vettori
https://digitalzibaldone.net/node/p2820_3,724,730,Stazio,PER,Q350781,Cecilio Stazio
https://digitalzibaldone.net/node/p2820_3,763,776,V. Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2821_1,86,96,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2821_2,323,333,Forcellini,PER,NIL,
https://digitalzibaldone.net/node/p2821_3,21,26,Festo,PER,Q302723,Sesto Pompeo Festo
https://digitalzibaldone.net/node/p2821_3,43,49,Catone,PER,Q180081,Marco Porcio Catone
https://digitalzibaldone.net/node/p2821_3,1172,1179,Forcell,PER,NIL,
https://digitalzibaldone.net/node/p2821_3,1327,1332,Festo,PER,Q302723,Sesto Pompeo Festo
https://digitalzibaldone.net/node/p2821_3,1376,1382,Catone,PER,Q180081,Marco Porcio Catone
https://digitalzibaldone.net/node/p2821_3,1463,1469,Catone,PER,Q180081,Marco Porcio Catone
https://digitalzibaldone.net/node/p2823_1,825,831,Servio,PER,Q192998,Servio Tullio
https://digitalzibaldone.net/node/p2823_1,1004,1014,Forcellini,PER,Q550353,Egidio Forcellini
https://digitalzibaldone.net/node/p2823_1,1143,1149,Servio,PER,Q192998,Servio Tullio
https://digitalzibaldone.net/node/p2823_1,2133,2152,V. Perticari Apolog,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2823_1,2157,2162,Dante,PER,Q1067,Dante Alighieri
https://digitalzibaldone.net/node/p2825_1,0,13,Fortunatianus,PER,Q17294873,Consulto Fortunaziano
