surface,_id,par_id
Oraz.,Q3108,https://digitalzibaldone.net/node/p3074_2
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3074_2
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3077_1
il Forc.,Q15851274,https://digitalzibaldone.net/node/p3080_2
Encicl. metod.,Q1340217,https://digitalzibaldone.net/node/p3080_2
pp. 1970-73,seq147,https://digitalzibaldone.net/node/p3095_1
iliade,Q8275,https://digitalzibaldone.net/node/p3095_2
iliade,Q8275,https://digitalzibaldone.net/node/p3095_3
iliade,Q8275,https://digitalzibaldone.net/node/p3095_3
Iliade,Q8275,https://digitalzibaldone.net/node/p3097_1
Lusiade,Q781898,https://digitalzibaldone.net/node/p3103_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3103_1
Panegirico,Q3893205,https://digitalzibaldone.net/node/p3103_1
Isocr. Oratt. 7. et epistt.,Q3893205,https://digitalzibaldone.net/node/p3103_1
Chil.,Q3624946,https://digitalzibaldone.net/node/p3103_1
Var.,Q26257556,https://digitalzibaldone.net/node/p3103_1
B. G.,Q20552068,https://digitalzibaldone.net/node/p3103_1
Bibl. Att.,viaf2646165326362816290007,https://digitalzibaldone.net/node/p3103_1
Diss. ad Ep. Phalar.,viaf180990288,https://digitalzibaldone.net/node/p3103_1
iliade,Q8275,https://digitalzibaldone.net/node/p3106_1
pagg. 3291-97.,seq184,https://digitalzibaldone.net/node/p3107_1
iliade,Q8275,https://digitalzibaldone.net/node/p3109_1
iliade,Q8275,https://digitalzibaldone.net/node/p3109_1
iliade,Q8275,https://digitalzibaldone.net/node/p3111_1
iliade,Q8275,https://digitalzibaldone.net/node/p3111_1
iliade,Q8275,https://digitalzibaldone.net/node/p3111_1
iliade,Q8275,https://digitalzibaldone.net/node/p3111_1
pagg. 3291-7.,seq184,https://digitalzibaldone.net/node/p3117_1
iliade,Q8275,https://digitalzibaldone.net/node/p3121_1
iliade,Q8275,https://digitalzibaldone.net/node/p3121_1
iliade,Q8275,https://digitalzibaldone.net/node/p3124_1
odissea,Q35160,https://digitalzibaldone.net/node/p3124_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3125_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3125_1
Lusiade,Q781898,https://digitalzibaldone.net/node/p3125_1
Enriade,Q1990294,https://digitalzibaldone.net/node/p3125_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3125_1
Goffredo,viaf4683159477963327990007,https://digitalzibaldone.net/node/p3125_1
Canz. O aspettata,Q777574,https://digitalzibaldone.net/node/p3125_1
Tr. della Fama,,https://digitalzibaldone.net/node/p3125_1
Panegirico,Q3893205,https://digitalzibaldone.net/node/p3125_1
l'oraz. a Filippo,Q87746383,https://digitalzibaldone.net/node/p3125_1
orazione,viaf175457986,https://digitalzibaldone.net/node/p3125_1
Var.,Q26257556,https://digitalzibaldone.net/node/p3125_1
il Goffredo,viaf4683159477963327990007,https://digitalzibaldone.net/node/p3130_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3130_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3130_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3130_1
B. G.,Q1517519,https://digitalzibaldone.net/node/p3130_1
Oraz.,Q20552068,https://digitalzibaldone.net/node/p3130_1
Cortegiano,Q1517519,https://digitalzibaldone.net/node/p3130_1
Araucana,Q2271021,https://digitalzibaldone.net/node/p3132_1
Gerusal.,Q1053313,https://digitalzibaldone.net/node/p3132_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3132_1
Gerusal. distrutta,zibbibl035,https://digitalzibaldone.net/node/p3132_1
iliade,Q8275,https://digitalzibaldone.net/node/p3137_2
iliade,Q8275,https://digitalzibaldone.net/node/p3137_2
iliade,Q8275,https://digitalzibaldone.net/node/p3137_2
iliade,Q8275,https://digitalzibaldone.net/node/p3137_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3141_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3141_1
Gerus.,Q1053313,https://digitalzibaldone.net/node/p3141_1
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
La Morte d'Ettore,viaf6159474186827661790,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
iliade,Q8275,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
Eneide,Q60220,https://digitalzibaldone.net/node/p3143_2
Lusiade,Q781898,https://digitalzibaldone.net/node/p3146_1
Lusiade,Q781898,https://digitalzibaldone.net/node/p3146_1
Lusiade,Q781898,https://digitalzibaldone.net/node/p3146_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3147_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3147_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3147_1
pag. 2944-6.,seq186,https://digitalzibaldone.net/node/p3147_1
iliade,Q8275,https://digitalzibaldone.net/node/p3152_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3152_1
iliade,Q8275,https://digitalzibaldone.net/node/p3154_1
iliade,Q8275,https://digitalzibaldone.net/node/p3157_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
Eneide,Q60220,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3162_1
iliade,Q8275,https://digitalzibaldone.net/node/p3165_1
iliade,Q8275,https://digitalzibaldone.net/node/p3165_1
iliade,Q8275,https://digitalzibaldone.net/node/p3165_1
pp. 2410-11,seq123,https://digitalzibaldone.net/node/p3168_1
pp. 2736-39,seq188,https://digitalzibaldone.net/node/p3168_1
Grammat.,viaf6159474190327661908,https://digitalzibaldone.net/node/p3169_1
Andr.,Q1233645,https://digitalzibaldone.net/node/p3169_2
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3170_1
Convito,Q3237044,https://digitalzibaldone.net/node/p3170_1
ad Att.,Q3237044,https://digitalzibaldone.net/node/p3170_1
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3170_1
la Crus.,Q4015911,https://digitalzibaldone.net/node/p3170_3
epistola,zibbibl045,https://digitalzibaldone.net/node/p3173_1
Alcorano,Q428,https://digitalzibaldone.net/node/p3173_1
il poema,Q1053313,https://digitalzibaldone.net/node/p3173_1
la Canzone,Q777574,https://digitalzibaldone.net/node/p3173_1
le orazioni,Q87746383,https://digitalzibaldone.net/node/p3173_1
contro il Persiano,Q87746383,https://digitalzibaldone.net/node/p3173_1
contro il Macedone,viaf292759030,https://digitalzibaldone.net/node/p3173_1
Gerus.,Q1053313,https://digitalzibaldone.net/node/p3173_1
Gerusalemme,Q1053313,https://digitalzibaldone.net/node/p3173_1
Oraz.,viaf47593967,https://digitalzibaldone.net/node/p3173_1
Prose fior.,viaf9836658,https://digitalzibaldone.net/node/p3173_1
pag. 3084. segg.,seq189,https://digitalzibaldone.net/node/p3179_1
pp. 830-38,seq58,https://digitalzibaldone.net/node/p3179_1
pp. 1597-602,seq191,https://digitalzibaldone.net/node/p3179_1
il Glossar.,Q1240983,https://digitalzibaldone.net/node/p3182_1
Hist. de Mexico,viaf6835147270431335700009,https://digitalzibaldone.net/node/p3182_1
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3182_1
Vita di Virgilio,viaf193054810,https://digitalzibaldone.net/node/p3186_1
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3186_1
B. Lat.,Q42187344,https://digitalzibaldone.net/node/p3186_1
Poetica,Q677997,https://digitalzibaldone.net/node/p3192_1
pp. 1828-30,seq192,https://digitalzibaldone.net/node/p3197_1
pp. 2569-72,seq193,https://digitalzibaldone.net/node/p3197_1
Tusc.,Q1233156,https://digitalzibaldone.net/node/p3198_1
Lettera,zibbibl047,https://digitalzibaldone.net/node/p3202_1
Vita,Q4014914,https://digitalzibaldone.net/node/p3202_1
sugli Smemorati,viaf17213238,https://digitalzibaldone.net/node/p3202_1
pp. 1183. sgg.,seq194,https://digitalzibaldone.net/node/p3206_1
Essai sur le goût. De la sensibilité,Q18214696,https://digitalzibaldone.net/node/p3214_1
Viag. d'Anacarsi,Q4010942,https://digitalzibaldone.net/node/p3224_1
Viag. d'Anac.,Q4010942,https://digitalzibaldone.net/node/p3224_1
Viag. d'Anac.,Q4010942,https://digitalzibaldone.net/node/p3224_1
Viag. d'Anac.,Q4010942,https://digitalzibaldone.net/node/p3232_2
pp. 155-59,seq74,https://digitalzibaldone.net/node/p3232_2
pp. 155-58,seq74,https://digitalzibaldone.net/node/p3234_1
Forc.,Q15851274,https://digitalzibaldone.net/node/p3234_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3235_1
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3235_1
Sofista,Q471715,https://digitalzibaldone.net/node/p3235_2
Lessico Platonico,viaf185276824,https://digitalzibaldone.net/node/p3235_2
B. G.,Q20552068,https://digitalzibaldone.net/node/p3235_2
pp. 1833-39,seq197,https://digitalzibaldone.net/node/p3241_1
pp. 1848-60,seq198,https://digitalzibaldone.net/node/p3241_1
il Glossario,Q1240983,https://digitalzibaldone.net/node/p3246_2
pagg. 3084-90,seq199,https://digitalzibaldone.net/node/p3247_1
Alemagna,Q18633317,https://digitalzibaldone.net/node/p3247_1
Riflessioni intorno ﻿ 3255 all'istituzione d'una lingua universale,viaf19774911,https://digitalzibaldone.net/node/p3254_1
Saggio filosofico,viaf19774911,https://digitalzibaldone.net/node/p3254_1
Saggio sulla formazione di una Lingua Universale,zibbibl102,https://digitalzibaldone.net/node/p3254_1
pp. 1038-39,seq200,https://digitalzibaldone.net/node/p3256_1
pp. 1048-49,seq201,https://digitalzibaldone.net/node/p3256_1
pp. 2057-59,seq202,https://digitalzibaldone.net/node/p3256_1
pp. 838. sgg.,seq203,https://digitalzibaldone.net/node/p3256_1
pp. 2694. sgg.,seq204,https://digitalzibaldone.net/node/p3256_1
Divo Iulio,Q110768613,https://digitalzibaldone.net/node/p3262_3
Stanze,viaf178216881,https://digitalzibaldone.net/node/p3262_3
Aesopus et Petulans,,https://digitalzibaldone.net/node/p3264_2
Forcellini,Q15851274,https://digitalzibaldone.net/node/p3264_2
la Crusca,Q4015911,https://digitalzibaldone.net/node/p3264_2
Forc.,Q15851274,https://digitalzibaldone.net/node/p3264_3
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3283_2
pp. 2688-91,seq205,https://digitalzibaldone.net/node/p3284_1
pagg. 2774. - 2777,seq206,https://digitalzibaldone.net/node/p3284_2
la Crusca,Q4015911,https://digitalzibaldone.net/node/p3288_1
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3288_1
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3288_2
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3289_2
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3289_2
iliade,Q8275,https://digitalzibaldone.net/node/p3289_3
Commedia,Q40185,https://digitalzibaldone.net/node/p3289_3
pp. 2410-12,seq123,https://digitalzibaldone.net/node/p3291_1
pp. 2736-38,seq188,https://digitalzibaldone.net/node/p3291_1
pp. 2736-38,seq208,https://digitalzibaldone.net/node/p3291_1
3167-9,seq210,https://digitalzibaldone.net/node/p3293_1
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3298_1
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3298_5
Iul. Caes.,Q110768613,https://digitalzibaldone.net/node/p3298_6
pp. 2009-2011,seq211,https://digitalzibaldone.net/node/p3298_6
pp. 2145-46,seq173,https://digitalzibaldone.net/node/p3298_6
Forcell.,Q15851274,https://digitalzibaldone.net/node/p3299_1
Forcellini,Q15851274,https://digitalzibaldone.net/node/p3299_2
Gloss.,Q1240983,https://digitalzibaldone.net/node/p3312_1
Forc.,Q15851274,https://digitalzibaldone.net/node/p3312_1
Forcellini,Q15851274,https://digitalzibaldone.net/node/p3312_2
Iul. Caes.,Q110768613,https://digitalzibaldone.net/node/p3317_1
Forcellini,Q15851274,https://digitalzibaldone.net/node/p3317_1
Dialogo Delle Lingue,viaf185573955,https://digitalzibaldone.net/node/p3336_1
Apologia,viaf1849165326510516290005,https://digitalzibaldone.net/node/p3338_1
