surface,_id,par_id
Cordova,https://www.wikidata.org/wiki/Q5818,https://digitalzibaldone.net/node/p3372_2
Spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3372_2
Cordova,https://www.wikidata.org/wiki/Q5818,https://digitalzibaldone.net/node/p3372_2
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3390_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3390_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3390_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3390_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3394_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3394_1
grecia,https://www.wikidata.org/wiki/Q41,https://digitalzibaldone.net/node/p3394_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3394_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3394_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3394_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3394_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3394_1
Francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3394_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3394_1
spagna,https://www.wikidata.org/wiki/Q29,https://digitalzibaldone.net/node/p3394_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3400_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3413_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3413_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3413_1
Francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3416_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3416_1
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3416_1
Firenze,https://www.wikidata.org/wiki/Q2044,https://digitalzibaldone.net/node/p3420_1
roma,https://www.wikidata.org/wiki/Q1747689,https://digitalzibaldone.net/node/p3427_1
francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3428_1
francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3428_1
francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3428_1
Anvers,https://www.wikidata.org/wiki/Q12892,https://digitalzibaldone.net/node/p3430_2
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3438_1
Roma,https://www.wikidata.org/wiki/Q220,https://digitalzibaldone.net/node/p3438_1
Bologna,https://www.wikidata.org/wiki/Q1891,https://digitalzibaldone.net/node/p3448_1
Lazio,https://www.wikidata.org/wiki/Q1048669,https://digitalzibaldone.net/node/p3461_1
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3461_1
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3461_1
Lazio,https://www.wikidata.org/wiki/Q1048669,https://digitalzibaldone.net/node/p3461_1
Fenicia,https://www.wikidata.org/wiki/Q41642,https://digitalzibaldone.net/node/p3461_1
italia,https://www.wikidata.org/wiki/Q38,https://digitalzibaldone.net/node/p3465_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3465_1
Rome,https://www.wikidata.org/wiki/Q220,https://digitalzibaldone.net/node/p3466_1
Florent.,https://www.wikidata.org/wiki/Q2044,https://digitalzibaldone.net/node/p3469_1
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3471_2
francia,https://www.wikidata.org/wiki/Q142,https://digitalzibaldone.net/node/p3471_2
europa,https://www.wikidata.org/wiki/Q46,https://digitalzibaldone.net/node/p3471_2
Atene,https://www.wikidata.org/wiki/Q844930,https://digitalzibaldone.net/node/p3486_2
grecia,https://www.wikidata.org/wiki/Q11772,https://digitalzibaldone.net/node/p3486_2
Venezia,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3488_1
Ven.,https://www.wikidata.org/wiki/Q641,https://digitalzibaldone.net/node/p3488_1
Sicilia,https://www.wikidata.org/wiki/Q1460,https://digitalzibaldone.net/node/p3491_1
Amstel.,https://www.wikidata.org/wiki/Q727,https://digitalzibaldone.net/node/p3491_1
