par_id,surface,start,end,wikidata,type,match,pattern
p3954_2,M. d'Alembert,130,143,Q153232,PER,partial,Jean-Baptiste Le Ronde d'Alembert
p4305_3,D'Alembert,172,182,Q153232,PER,levenshtein,D'Alambert
p456_1,Eurialo,234,241,Q16647668,PER,exact,
p456_1,Niso,226,230,Q7134950,PER,exact,
p979_1,Italia,313,319,Q38,LOC,exact,
p4114_3,Forcellini,59,69,Q550353,PER,partial,Egidio Forcellini
p4214_4,Aristotele,1196,1206,Q868,PER,exact,
p4214_4,Aristotele,1751,1761,Q868,PER,exact,
p4214_4,Galileo,2676,2683,Q307,PER,exact,
p4214_4,Volta,2645,2650,Q680,PER,partial,Alessandro Giuseppe Antonio Anastasio Volta
p2734_1,Samuele Aniese,959,973,Q3036364,PER,exact,
p2734_1,Menandro,732,740,Q118992,PER,exact,
p2734_1,Isidoro,588,595,Q166876,PER,partial,San Isidoro di Siviglia
p2879_1,Forcellini,196,206,Q550353,PER,partial,Egidio Forcellini
p593_2,M. Tullio,208,217,Q1541,PER,partial,Marco Tullio Cicerone
p593_2,M. Tullio,1713,1722,Q1541,PER,partial,Marco Tullio Cicerone
p2354_1,Radamanto,34,43,Q193609,PER,exact,
p2587_1,Alberti Diz,654,665,Q3080944,PER,partial,Francesco Alberti di Villanova
p3062_2,Desbillons,175,185,Q3083432,PER,partial,François-Joseph Desbillons
p3561_1,Petrarca,169,177,Q1401,PER,exact,
p3561_1,Petrarca,780,788,Q1401,PER,exact,
p3561_1,Petrarca,1597,1605,Q1401,PER,exact,
p3561_1,Speroni ne' Diall,1299,1316,Q352663,PER,partial,Sperone Speroni
p1352_1,Livio,1393,1398,Q2039,PER,exact,
p1352_1,Taciti,1478,1484,Q2161,PER,levenshtein,Tacito
p1029_2,Orfeo,160,165,Q174353,PER,exact,
p606_1,Sallustio,158,167,Q7170,PER,exact,
p606_1,Sallustio,401,410,Q7170,PER,exact,
p606_1,B. Catilinar,169,181,Q75826,PER,levenshtein,Catilina
p4140_1,S. Gio. Gualberto,80,97,Q707172,PER,partial,San Giovanni Gualberto
p4360_1,M. Bilderdijk,0,13,Q1375186,PER,partial,Willem Bilderdijk
p4019_4,Stobeo,326,332,Q444079,PER,exact,
p1790_1,S. Tommaso,215,225,Q9438,PER,partial,San Tommaso d'Aquino
p4213_4,Agatarchide,35,46,Q391216,PER,exact,
p4213_4,Agatarchide,255,266,Q391216,PER,exact,
p4213_4,Muzio Scevola,233,246,Q312660,PER,exact,
p4213_4,Stobeo,54,60,Q444079,PER,exact,
p983_3,S. Bartolomeo,57,70,Q154827,PER,partial,Paolino da San Bartolomeo
p3920_1,Machiavelli,44,55,Q1399,PER,exact,
p3816_3,V. Forcellini,181,194,Q550353,PER,partial,Egidio Forcellini
p3596_1,Goffredo,211,219,Q76721,PER,exact,
