doc_id,surface,tag,start_pos,end_pos,left_context,right_context
p3284_1,fisso,PER,499,504,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - ",", fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,ella,PER,338,342,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha "," pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,ella,PER,522,526,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta "," ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,latino,PER,145,151,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in ",", cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,latino,PER,613,619,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel ",", sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,latino,PER,663,669,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso ",. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)
p3284_1,latina,PER,277,283,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua "," ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,latina,PER,378,384,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la ",", regolari o irregolari che siano quanto all'analogia latina o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p3284_1,latina,PER,438,444,"[3284,1] Al detto da me circa l'anomalo participio arso pp. 2688-91 che il Perticari crede di arsare e non di ardere, {del quale egli è pure} in latino, cioè di ardeo, arsus; si può aggiungere che la lingua italiana (ed anche le sue sorelle) bene spesso, secondo che la lingua latina ha diversi participii d'{un solo} verbo, diversi n'ha ella pure, cioè quelli stessi che ha la latina, regolari o irregolari che siano quanto all'analogia "," o italiana. P. e. da figo - fixus - fictus, figgere - fisso, fitto. Talvolta ella ha quello che corrisponde all'analogia italiana, e insieme quello che il verbo ha nel latino, sia regolare participio o anomalo in esso latino. Del che ho detto altrove p. 2688 p. 3074. Talvolta ec. ec. (27. Agosto. 1823.)"
p4330_4,Firenze,LOC,789,796,"[4330,4] Tutti dicono che la buona gente è rara assai. Questo in generale. Ma quando si viene al particolare, niente di più comune che il sentirsi dire di una famiglia: è buona gente, di un individuo: è un buon uomo, un buonissim'uomo. Rare volte il contrario: non sarà appena come uno a dieci. E nella pratica, io ho trovato buona gente da per tutto, anche per convivere: tanto che ora, di niente sono meno in pena che di trovar buona gente quella con cui debbo o dovrò avere a fare. Io credo che la bontà negli uomini sia men ﻿ 4331 rara assai che non si crede: anzi, che abitualmente quasi tutti sieno buona gente. E credo che per trovar buona gente da per tutto, e senz'altri esami, non bisogni altro che esser buon uomo esso, ed aver buone maniere. (10. Agos. 1828. dì di S. Lorenzo. ",.). {{V. p. 4333.}}
p4397_2,Wolf,PER,47,51,"[4397,2] Alla p. 4392. marg. Dice per altro il "," p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Homeri,PER,92,98,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius ",", sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Hesiodi,PER,107,114,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et "," et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Ione,PER,289,293,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in "," p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,D.,PER,282,284,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. ",", in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Athen,LOC,318,323,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) ",". ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Esiodo,PER,353,359,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad ",", ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Hesiodeorum,PER,442,453,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod "," quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, Homerum, toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p4397_2,Homerum,PER,743,750,"[4397,2] Alla p. 4392. marg. Dice per altro il Wolf p. xcvii - iii. §. 23: Neque enim unius Homeri, sed et Hesiodi et aliorum Carmina, omneque epicum genus, mox lyricum quoque et iambicum, complexa est ars rhapsodorum. * E in nota, p. xcviii: Vide Plat. de Legg. ﻿ 4398 II. p. 658. D., in Ione p. 530. B. (ed. Steph.) Athen. ΧIV. p. 620. C. * Quanto ad Esiodo, ecco le sue parole. Sed Hesiodum quum dico, omne illud tempus intelligo, in quod Hesiodeorum quae nunc feruntur operum confectio incidit. Non uni enim illa tribuenda esse patet; et multo plura nomine eius ferebantur apud veteres. In ῎Eργοις loci sunt multi πίνῳ venerandae vetustatis signati. Τheogonia autem et Scutum Herc. et maxima pars eorum, quorum brevia fragmenta supersunt, ",", toto certe saeculo subsequuntur. Huius rei argumento est, quod in iis plures notiones novae exstant et imitationes locorum Homericorum, in primis terrarum et populorum auctior et explicatior notitia. * §. 12. not. p. xlii - iii."
p3062_2,Fedro,PER,109,114,"[3062,2] Esse conveniens alicui rei pro convenire; il particip. attivo coll'ausiliare esse, all'italiana. V. "," Fab. 27. v. 1. l. 1. e Ovid. Trist. I. 1. v. 6. ed anche il Fedro di Desbillons, Manheim 1786. p. LIX. (29. Luglio 1823.)."
p3062_2,Fedro,PER,175,180,"[3062,2] Esse conveniens alicui rei pro convenire; il particip. attivo coll'ausiliare esse, all'italiana. V. Fedro Fab. 27. v. 1. l. 1. e Ovid. Trist. I. 1. v. 6. ed anche il "," di Desbillons, Manheim 1786. p. LIX. (29. Luglio 1823.)."
p3062_2,Fab.,PER,115,119,"[3062,2] Esse conveniens alicui rei pro convenire; il particip. attivo coll'ausiliare esse, all'italiana. V. Fedro "," 27. v. 1. l. 1. e Ovid. Trist. I. 1. v. 6. ed anche il Fedro di Desbillons, Manheim 1786. p. LIX. (29. Luglio 1823.)."
p3062_2,Ovid.,PER,138,143,"[3062,2] Esse conveniens alicui rei pro convenire; il particip. attivo coll'ausiliare esse, all'italiana. V. Fedro Fab. 27. v. 1. l. 1. e "," Trist. I. 1. v. 6. ed anche il Fedro di Desbillons, Manheim 1786. p. LIX. (29. Luglio 1823.)."
p3062_2,Desbillons,PER,184,194,"[3062,2] Esse conveniens alicui rei pro convenire; il particip. attivo coll'ausiliare esse, all'italiana. V. Fedro Fab. 27. v. 1. l. 1. e Ovid. Trist. I. 1. v. 6. ed anche il Fedro di ",", Manheim 1786. p. LIX. (29. Luglio 1823.)."
