id,start_pos,end_pos,surface,type,score
https://digitalzibaldone.net/node/p2723_1,272,277,Bembo,PER,0.99959064
https://digitalzibaldone.net/node/p2723_1,395,403,Petrarca,PER,0.99976224
https://digitalzibaldone.net/node/p2723_1,414,423,Boccaccio,PER,0.9997728
https://digitalzibaldone.net/node/p2723_1,464,472,Cicerone,PER,0.99972963
https://digitalzibaldone.net/node/p2723_1,477,483,Orazio,PER,0.99964845
https://digitalzibaldone.net/node/p2727_1,432,440,Cicerone,PER,0.999835
https://digitalzibaldone.net/node/p2728_1,532,539,Platone,PER,0.99968994
https://digitalzibaldone.net/node/p2728_1,603,613,Aristotele,PER,0.999733
https://digitalzibaldone.net/node/p2728_1,619,628,Teofrasto,PER,0.999775
https://digitalzibaldone.net/node/p2728_1,1223,1228,Celso,PER,0.9994433
https://digitalzibaldone.net/node/p2728_1,1354,1363,Ippocrate,PER,0.99980015
https://digitalzibaldone.net/node/p2728_1,1439,1444,Celso,PER,0.99681675
https://digitalzibaldone.net/node/p2728_1,1500,1506,Plinio,PER,0.99978155
https://digitalzibaldone.net/node/p2728_1,1615,1619,Mela,PER,0.96966153
https://digitalzibaldone.net/node/p2728_1,1621,1627,Solino,PER,0.99967545
https://digitalzibaldone.net/node/p2728_1,1629,1636,Varrone,PER,0.9996851
https://digitalzibaldone.net/node/p2728_1,1638,1645,Vegezio,PER,0.9997289
https://digitalzibaldone.net/node/p2728_1,1647,1656,Columella,PER,0.99963963
https://digitalzibaldone.net/node/p2728_1,1671,1678,Galileo,PER,0.9996501
https://digitalzibaldone.net/node/p2728_1,1763,1774,V. Giordani,PER,0.99974716
https://digitalzibaldone.net/node/p2728_1,1812,1818,Buffon,PER,0.99907
https://digitalzibaldone.net/node/p2731_1,192,199,Speroni,PER,0.9989497
https://digitalzibaldone.net/node/p2731_1,787,793,Buffon,PER,0.99884415
https://digitalzibaldone.net/node/p2731_2,147,153,Tacito,PER,0.999647
https://digitalzibaldone.net/node/p2731_2,176,186,Vespasiano,PER,0.99951893
https://digitalzibaldone.net/node/p2731_2,322,329,Appiano,PER,0.9997293
https://digitalzibaldone.net/node/p2731_2,331,336,Dione,PER,0.99967605
https://digitalzibaldone.net/node/p2731_2,338,346,Erodiano,PER,0.99970317
https://digitalzibaldone.net/node/p2731_2,395,410,Constantinopoli,LOC,0.97894734
https://digitalzibaldone.net/node/p2731_2,429,437,Procopio,PER,0.99973583
https://digitalzibaldone.net/node/p2731_2,439,445,Agazia,PER,0.999634
https://digitalzibaldone.net/node/p2731_2,447,453,Zosimo,PER,0.9996493
https://digitalzibaldone.net/node/p2731_2,503,513,Vespasiano,PER,0.9995122
https://digitalzibaldone.net/node/p2731_2,679,686,Ammiano,PER,0.99969745
https://digitalzibaldone.net/node/p2731_2,720,726,Orosio,PER,0.99965173
https://digitalzibaldone.net/node/p2731_2,952,959,Erodoto,PER,0.99967384
https://digitalzibaldone.net/node/p2734_1,113,122,S. Ilario,PER,0.9992357
https://digitalzibaldone.net/node/p2734_1,284,293,S. Ilario,PER,0.99903333
https://digitalzibaldone.net/node/p2734_1,340,349,S. Atanas,PER,0.9990368
https://digitalzibaldone.net/node/p2734_1,409,413,Euse,PER,0.65027714
https://digitalzibaldone.net/node/p2734_1,482,488,Europa,LOC,0.99751663
https://digitalzibaldone.net/node/p2734_1,578,586,Prospero,PER,0.99943525
https://digitalzibaldone.net/node/p2734_1,588,595,Isidoro,PER,0.9992512
https://digitalzibaldone.net/node/p2734_1,642,648,Italia,LOC,0.9994904
https://digitalzibaldone.net/node/p2734_1,722,727,Omero,PER,0.99926937
https://digitalzibaldone.net/node/p2734_1,732,740,Menandro,PER,0.9994052
https://digitalzibaldone.net/node/p2735_1,374,378,Cic.,PER,0.99164635
https://digitalzibaldone.net/node/p2735_1,390,396,Archia,PER,0.99528027
https://digitalzibaldone.net/node/p2735_1,944,952,Cicerone,PER,0.99967384
https://digitalzibaldone.net/node/p2738_1,199,212,Chateaubriand,PER,0.99877393
https://digitalzibaldone.net/node/p2738_1,357,361,René,PER,0.9992378
https://digitalzibaldone.net/node/p2738_1,606,619,Chateaubriand,PER,0.996545
https://digitalzibaldone.net/node/p2738_1,1030,1039,Cristiano,PER,0.73268193
https://digitalzibaldone.net/node/p2739_1,34,39,Ennio,PER,0.999336
https://digitalzibaldone.net/node/p2739_1,181,185,Cic.,PER,0.998033
https://digitalzibaldone.net/node/p2739_1,190,195,Repub,PER,0.770179
https://digitalzibaldone.net/node/p2739_1,253,257,Mai.,PER,0.7758919
https://digitalzibaldone.net/node/p2740_1,412,418,Plinio,PER,0.9997973
https://digitalzibaldone.net/node/p2740_1,423,431,Simonide,PER,0.9996726
https://digitalzibaldone.net/node/p2740_1,459,469,Imperatore,PER,0.980339
https://digitalzibaldone.net/node/p2740_1,470,477,Claudio,PER,0.55695355
https://digitalzibaldone.net/node/p2757_1,140,142,V.,PER,0.7938876
https://digitalzibaldone.net/node/p2757_1,143,153,Forcellini,PER,0.86760885
https://digitalzibaldone.net/node/p2757_1,181,191,Cassiodoro,PER,0.9997082
https://digitalzibaldone.net/node/p2757_1,257,263,Musica,LOC,0.64282924
https://digitalzibaldone.net/node/p2757_1,269,276,Cassiod,PER,0.96219975
https://digitalzibaldone.net/node/p2757_1,389,395,Latino,PER,0.8247465
https://digitalzibaldone.net/node/p2757_1,449,455,Musica,LOC,0.7178152
https://digitalzibaldone.net/node/p2757_1,513,517,Roma,LOC,0.9884697
https://digitalzibaldone.net/node/p2757_1,584,592,Forcell.,PER,0.89845777
https://digitalzibaldone.net/node/p2757_2,540,559,V. Bartoli Il Torto,PER,0.9955624
https://digitalzibaldone.net/node/p2757_2,846,854,Virgilio,PER,0.9996702
https://digitalzibaldone.net/node/p2759_2,57,62,Omero,PER,0.999461
https://digitalzibaldone.net/node/p2759_2,76,84,Virgilio,PER,0.9995878
https://digitalzibaldone.net/node/p2759_2,487,494,Achille,PER,0.9994796
https://digitalzibaldone.net/node/p2759_2,508,512,Enea,PER,0.9992106
https://digitalzibaldone.net/node/p2759_2,564,568,Enea,PER,0.99906933
https://digitalzibaldone.net/node/p2759_2,583,589,Magone,PER,0.99848306
https://digitalzibaldone.net/node/p2759_2,734,742,Pallante,PER,0.99840033
https://digitalzibaldone.net/node/p2759_2,765,771,Rutuli,PER,0.9965685
https://digitalzibaldone.net/node/p2759_2,972,977,Omero,PER,0.9994258
https://digitalzibaldone.net/node/p2759_2,998,1005,Menelao,PER,0.9995556
https://digitalzibaldone.net/node/p2759_2,1070,1080,Agamennone,PER,0.9996693
https://digitalzibaldone.net/node/p2761_1,101,106,Omero,PER,0.99922454
https://digitalzibaldone.net/node/p2761_1,154,162,Virgilio,PER,0.99937123
https://digitalzibaldone.net/node/p2761_1,233,237,Enea,PER,0.9993038
https://digitalzibaldone.net/node/p2761_1,375,383,Virgilio,PER,0.99959385
https://digitalzibaldone.net/node/p2761_1,430,434,Enea,PER,0.99872506
https://digitalzibaldone.net/node/p2761_1,541,546,Omero,PER,0.99929595
https://digitalzibaldone.net/node/p2761_1,654,662,Virgilio,PER,0.99953806
https://digitalzibaldone.net/node/p2761_1,745,749,Enea,PER,0.99926555
https://digitalzibaldone.net/node/p2761_1,862,867,Omero,PER,0.9985045
https://digitalzibaldone.net/node/p2762_1,20,25,Omero,PER,0.9994155
https://digitalzibaldone.net/node/p2762_1,520,528,Virgilio,PER,0.99958855
https://digitalzibaldone.net/node/p2762_1,737,742,Omero,PER,0.99939966
https://digitalzibaldone.net/node/p2762_1,892,896,Enea,PER,0.9990723
https://digitalzibaldone.net/node/p2762_1,1120,1124,Enea,PER,0.9992315
https://digitalzibaldone.net/node/p2762_1,1613,1617,Enea,PER,0.99906206
https://digitalzibaldone.net/node/p2762_1,1701,1706,Omero,PER,0.9993893
https://digitalzibaldone.net/node/p2762_1,1814,1818,Enea,PER,0.9992975
https://digitalzibaldone.net/node/p2762_1,1912,1917,Omero,PER,0.99931157
https://digitalzibaldone.net/node/p2762_1,1968,1973,Omero,PER,0.9994186
https://digitalzibaldone.net/node/p2765_1,55,60,Omero,PER,0.9996891
https://digitalzibaldone.net/node/p2767_1,7,12,Omero,PER,0.99912024
https://digitalzibaldone.net/node/p2767_1,24,30,Priamo,PER,0.9988654
https://digitalzibaldone.net/node/p2767_1,42,49,Achille,PER,0.998692
https://digitalzibaldone.net/node/p2767_1,300,307,Achille,PER,0.9993748
https://digitalzibaldone.net/node/p2767_1,463,469,Priamo,PER,0.9987627
https://digitalzibaldone.net/node/p2767_1,494,500,Priamo,PER,0.9987366
https://digitalzibaldone.net/node/p2767_1,553,561,Patroclo,PER,0.9989813
https://digitalzibaldone.net/node/p2767_1,591,597,Priamo,PER,0.9978099
https://digitalzibaldone.net/node/p2767_1,813,818,Giove,PER,0.9987915
https://digitalzibaldone.net/node/p2767_1,832,836,Teti,PER,0.99605036
https://digitalzibaldone.net/node/p2767_1,1059,1066,Achille,PER,0.9992524
https://digitalzibaldone.net/node/p2767_1,1520,1525,Omero,PER,0.9992343
https://digitalzibaldone.net/node/p2767_1,1571,1578,Achille,PER,0.99937505
https://digitalzibaldone.net/node/p2767_1,1722,1729,Achille,PER,0.99926656
https://digitalzibaldone.net/node/p2767_1,1840,1845,Omero,PER,0.99888134
https://digitalzibaldone.net/node/p2770_1,22,27,Omero,PER,0.9995502
https://digitalzibaldone.net/node/p2771_2,0,5,Matto,PER,0.9986079
https://digitalzibaldone.net/node/p2774_1,626,630,##dici,PER,0.997029
https://digitalzibaldone.net/node/p2774_1,631,638,V. Gell,PER,0.9739548
https://digitalzibaldone.net/node/p2774_2,315,317,δῶ,PER,0.5101397
https://digitalzibaldone.net/node/p2774_2,458,461,ϕάω,PER,0.42417112
https://digitalzibaldone.net/node/p2774_2,550,553,ϑέω,PER,0.4140665
https://digitalzibaldone.net/node/p2774_2,652,655,βάω,PER,0.4539009
https://digitalzibaldone.net/node/p2774_2,717,722,ὄνημι,PER,0.5047063
https://digitalzibaldone.net/node/p2774_2,799,803,δράω,PER,0.58007413
https://digitalzibaldone.net/node/p2774_2,871,883,λήϑω λανϑάνω,PER,0.8699168
https://digitalzibaldone.net/node/p2774_2,910,914,λήβω,PER,0.7858786
https://digitalzibaldone.net/node/p2774_2,927,931,λήχω,PER,0.79885846
https://digitalzibaldone.net/node/p2774_2,944,949,τεύχω,PER,0.46530572
https://digitalzibaldone.net/node/p2774_2,962,974,μήϑω μανϑάνω,PER,0.64997137
https://digitalzibaldone.net/node/p2774_2,979,992,δαρϑῶ δάρϑάνω,PER,0.63883984
https://digitalzibaldone.net/node/p2774_2,997,1000,βάω,PER,0.749953
https://digitalzibaldone.net/node/p2774_2,1059,1062,ϕάω,PER,0.6133405
https://digitalzibaldone.net/node/p2774_2,1091,1100,ἵζω ἱζάνω,PER,0.6369422
https://digitalzibaldone.net/node/p2774_2,1105,1110,ἐρύκω,PER,0.8452805
https://digitalzibaldone.net/node/p2774_2,1127,1135,δύω δύνω,PER,0.7793337
https://digitalzibaldone.net/node/p2774_2,1140,1145,διώκω,PER,0.83120394
https://digitalzibaldone.net/node/p2774_2,1189,1193,εἴκω,PER,0.77973014
https://digitalzibaldone.net/node/p2774_2,1205,1209,ἴσχω,PER,0.77177185
https://digitalzibaldone.net/node/p2774_2,1231,1237,βλάστω,PER,0.7523841
https://digitalzibaldone.net/node/p2775_1,734,741,Scapula,LOC,0.98827845
https://digitalzibaldone.net/node/p2776_1,1051,1057,γνώσκω,PER,0.78317624
https://digitalzibaldone.net/node/p2776_1,1153,1157,βρόω,PER,0.57995874
https://digitalzibaldone.net/node/p2776_1,1242,1249,βιόομαι,PER,0.5548958
https://digitalzibaldone.net/node/p2776_1,1292,1297,ὄνημι,PER,0.76844364
https://digitalzibaldone.net/node/p2776_1,1310,1313,ϕάω,PER,0.64564633
https://digitalzibaldone.net/node/p2776_1,1606,1609,νόω,PER,0.65556204
https://digitalzibaldone.net/node/p2776_1,1654,1655,E,LOC,0.49734843
https://digitalzibaldone.net/node/p2778_1,1132,1138,Dorica,LOC,0.940874
https://digitalzibaldone.net/node/p2778_1,1203,1207,Eoli,LOC,0.9865422
https://digitalzibaldone.net/node/p2778_1,1589,1597,V. Lexic,PER,0.9460486
https://digitalzibaldone.net/node/p2778_1,1742,1747,Plat.,PER,0.9953787
https://digitalzibaldone.net/node/p2778_1,1753,1760,Demost.,PER,0.9867239
https://digitalzibaldone.net/node/p2780_1,234,244,Forcellini,PER,0.9431264
https://digitalzibaldone.net/node/p2781_1,1043,1047,ἱστῶ,PER,0.53899115
https://digitalzibaldone.net/node/p2782_1,89,95,italia,LOC,0.82368714
https://digitalzibaldone.net/node/p2782_1,370,376,italia,LOC,0.99296606
https://digitalzibaldone.net/node/p2782_1,719,725,italia,LOC,0.9158373
https://digitalzibaldone.net/node/p2786_1,406,413,Scapula,PER,0.998038
https://digitalzibaldone.net/node/p2786_1,536,544,Schrevel,PER,0.99669915
https://digitalzibaldone.net/node/p2786_1,548,556,Forcell.,PER,0.8990593
https://digitalzibaldone.net/node/p2786_1,560,568,Harpyiae,PER,0.8612251
https://digitalzibaldone.net/node/p2786_1,744,752,Visconti,PER,0.99942255
https://digitalzibaldone.net/node/p2786_1,1363,1371,Visconti,PER,0.99945825
https://digitalzibaldone.net/node/p2786_1,1814,1822,Tucidide,PER,0.99967194
https://digitalzibaldone.net/node/p2786_1,1828,1835,Platone,PER,0.9996948
https://digitalzibaldone.net/node/p2788_1,311,319,Visconti,PER,0.999119
https://digitalzibaldone.net/node/p2788_1,359,365,Tusano,PER,0.9980083
https://digitalzibaldone.net/node/p2788_1,738,746,Visconti,PER,0.99867
https://digitalzibaldone.net/node/p2788_1,879,884,Omero,PER,0.99924135
https://digitalzibaldone.net/node/p2788_1,908,912,Odis,PER,0.7277117
https://digitalzibaldone.net/node/p2788_1,952,958,Parche,PER,0.6037303
https://digitalzibaldone.net/node/p2788_1,968,974,Iliade,PER,0.9568966
https://digitalzibaldone.net/node/p2788_1,1083,1090,Harpyia,PER,0.8661311
https://digitalzibaldone.net/node/p2788_1,1143,1148,Omero,PER,0.9994656
https://digitalzibaldone.net/node/p2788_1,1414,1421,Sofocle,PER,0.99963254
https://digitalzibaldone.net/node/p2790_1,18,26,Arpalice,PER,0.9985526
https://digitalzibaldone.net/node/p2790_1,55,64,Harpalice,PER,0.8214078
https://digitalzibaldone.net/node/p2790_1,305,317,Lessicografi,PER,0.5739866
https://digitalzibaldone.net/node/p2790_1,509,515,Esiodo,PER,0.99689126
https://digitalzibaldone.net/node/p2790_1,537,542,Nereo,PER,0.99666953
https://digitalzibaldone.net/node/p2790_1,551,556,Terra,LOC,0.84235424
https://digitalzibaldone.net/node/p2790_1,982,989,ἁρπυίας,PER,0.6193535
https://digitalzibaldone.net/node/p2790_1,1025,1033,ἠϋκόμους,PER,0.9988305
https://digitalzibaldone.net/node/p2790_1,1219,1224,Omero,PER,0.99937165
https://digitalzibaldone.net/node/p2790_1,1264,1269,Dante,PER,0.9995011
https://digitalzibaldone.net/node/p2790_1,1290,1295,Monti,PER,0.99896634
https://digitalzibaldone.net/node/p2791_1,90,97,ἅρπυιαι,PER,0.89582247
https://digitalzibaldone.net/node/p2791_1,417,424,ἅρπυιαι,PER,0.96405864
https://digitalzibaldone.net/node/p2792_1,233,240,Forcell,PER,0.96432513
https://digitalzibaldone.net/node/p2792_1,245,253,Harpyiae,PER,0.62280315
https://digitalzibaldone.net/node/p2792_1,300,305,Omero,PER,0.9988197
https://digitalzibaldone.net/node/p2792_1,310,316,Esiodo,PER,0.9986248
https://digitalzibaldone.net/node/p2792_1,538,546,Eustazio,PER,0.99950117
https://digitalzibaldone.net/node/p2792_1,557,564,Scapula,PER,0.96029395
https://digitalzibaldone.net/node/p2792_1,665,670,Omero,PER,0.9981627
https://digitalzibaldone.net/node/p2792_1,781,783,Ar,PER,0.5527442
https://digitalzibaldone.net/node/p2792_1,861,868,Luciano,PER,0.999198
https://digitalzibaldone.net/node/p2792_1,875,881,Amstel,PER,0.9836464
https://digitalzibaldone.net/node/p2792_2,17,23,Charon,PER,0.96702397
https://digitalzibaldone.net/node/p2792_2,321,331,Forcellini,LOC,0.9336972
https://digitalzibaldone.net/node/p2793_2,131,138,Coricio,PER,0.9987407
https://digitalzibaldone.net/node/p2795_1,260,266,Giugno,PER,0.36946538
https://digitalzibaldone.net/node/p2796_1,619,626,Fabric,PER,0.32793784
https://digitalzibaldone.net/node/p2796_1,630,635,B. G.,PER,0.5273243
https://digitalzibaldone.net/node/p2796_2,57,68,Castiglione,PER,0.9988354
https://digitalzibaldone.net/node/p2799_1,579,581,Io,PER,0.5767437
https://digitalzibaldone.net/node/p2799_1,710,724,Sesto Empirico,PER,0.99241686
https://digitalzibaldone.net/node/p2799_1,749,763,Enrico Stefano,PER,0.9996359
https://digitalzibaldone.net/node/p2799_1,784,794,Pitagorici,PER,0.7702385
https://digitalzibaldone.net/node/p2799_1,802,810,Fabricio,PER,0.9987598
https://digitalzibaldone.net/node/p2799_1,874,882,Fabricio,PER,0.9985937
https://digitalzibaldone.net/node/p2799_1,1122,1130,Fabricio,PER,0.9987157
https://digitalzibaldone.net/node/p2804_1,2171,2176,Teseo,PER,0.9989995
https://digitalzibaldone.net/node/p2804_1,2187,2192,Edipo,PER,0.9988216
https://digitalzibaldone.net/node/p2804_1,2200,2204,Tebe,LOC,0.9980407
https://digitalzibaldone.net/node/p2809_1,662,667,Marca,PER,0.5408638
https://digitalzibaldone.net/node/p2809_1,1044,1062,Lorenzo de ' Medici,PER,0.999846
https://digitalzibaldone.net/node/p2809_1,1086,1107,Gio. de ' Medici Card.,PER,0.9779912
https://digitalzibaldone.net/node/p2809_1,1127,1139,Papa Leone X,PER,0.9997845
https://digitalzibaldone.net/node/p2809_1,1203,1209,Torino,LOC,0.98958987
https://digitalzibaldone.net/node/p2809_1,1342,1347,Dolce,PER,0.8829487
https://digitalzibaldone.net/node/p2809_1,1365,1392,Gabriel Giolito de ' Ferrari,PER,0.9950171
https://digitalzibaldone.net/node/p2809_1,1513,1526,Paolo Manuzio,PER,0.99982435
https://digitalzibaldone.net/node/p2809_1,1691,1710,Trino di Monferrato,PER,0.98338205
https://digitalzibaldone.net/node/p2809_1,1753,1762,Magnifico,PER,0.996274
https://digitalzibaldone.net/node/p2809_1,1766,1772,Roscoe,PER,0.6849606
https://digitalzibaldone.net/node/p2811_1,199,204,Omero,PER,0.99927855
https://digitalzibaldone.net/node/p2811_1,247,255,Plutarco,PER,0.99982476
https://digitalzibaldone.net/node/p2811_2,238,244,Attico,PER,0.9951698
https://digitalzibaldone.net/node/p2811_3,56,61,βαΰζω,PER,0.6402424
https://digitalzibaldone.net/node/p2811_3,190,194,βαΰω,PER,0.6002876
https://digitalzibaldone.net/node/p2813_1,1146,1158,Virgilio Aen,PER,0.9996518
https://digitalzibaldone.net/node/p2815_1,230,240,Forcellini,PER,0.93480283
https://digitalzibaldone.net/node/p2818_1,684,692,V. Forc.,PER,0.90413904
https://digitalzibaldone.net/node/p2818_1,696,700,Beto,LOC,0.8350242
https://digitalzibaldone.net/node/p2819_2,333,341,Cicerone,PER,0.9997415
https://digitalzibaldone.net/node/p2819_2,392,405,V. Forcellini,PER,0.9995012
https://digitalzibaldone.net/node/p2819_2,481,492,V. Forcell.,PER,0.9982446
https://digitalzibaldone.net/node/p2819_2,498,505,Glossar,PER,0.9965977
https://digitalzibaldone.net/node/p2820_2,525,535,Forcellini,PER,0.79941297
https://digitalzibaldone.net/node/p2820_3,724,730,Stazio,PER,0.9982337
https://digitalzibaldone.net/node/p2820_3,763,776,V. Forcellini,PER,0.99950427
https://digitalzibaldone.net/node/p2821_1,2,4,##xo,PER,0.6965255
https://digitalzibaldone.net/node/p2821_1,70,74,Nexo,PER,0.81835115
https://digitalzibaldone.net/node/p2821_1,86,96,Forcellini,PER,0.98205084
https://digitalzibaldone.net/node/p2821_1,348,354,Giugno,PER,0.38285616
https://digitalzibaldone.net/node/p2821_2,126,135,Confutare,PER,0.7789531
https://digitalzibaldone.net/node/p2821_2,323,333,Forcellini,PER,0.98785496
https://digitalzibaldone.net/node/p2821_2,337,344,Confuto,PER,0.9901571
https://digitalzibaldone.net/node/p2821_2,362,366,Futo,PER,0.9064178
https://digitalzibaldone.net/node/p2821_3,21,26,Festo,PER,0.9998256
https://digitalzibaldone.net/node/p2821_3,43,49,Catone,PER,0.9998032
https://digitalzibaldone.net/node/p2821_3,1327,1332,Festo,PER,0.99983907
https://digitalzibaldone.net/node/p2821_3,1376,1382,Catone,PER,0.99980927
https://digitalzibaldone.net/node/p2821_3,1463,1469,Catone,PER,0.9997995
https://digitalzibaldone.net/node/p2823_1,825,831,Servio,PER,0.9997232
https://digitalzibaldone.net/node/p2823_1,1143,1149,Servio,PER,0.99973536
https://digitalzibaldone.net/node/p2825_1,17,20,Hon,PER,0.3650819
https://digitalzibaldone.net/node/p2825_1,28,43,Augustodunensis,PER,0.7535505
https://digitalzibaldone.net/node/p2825_1,106,117,Fortunatius,PER,0.9618742
https://digitalzibaldone.net/node/p2825_1,127,131,Afer,PER,0.9514721
https://digitalzibaldone.net/node/p2825_1,133,145,Aquilejensis,PER,0.8970666
https://digitalzibaldone.net/node/p2825_1,146,155,Episcopus,PER,0.8199834
https://digitalzibaldone.net/node/p2825_1,219,228,Hieronymo,PER,0.9941163
https://digitalzibaldone.net/node/p2825_1,472,493,Christianus Falsterus,PER,0.929962
https://digitalzibaldone.net/node/p2825_1,497,503,Gellii,PER,0.858732
https://digitalzibaldone.net/node/p2825_1,560,572,Fortunatiano,PER,0.7498751
https://digitalzibaldone.net/node/p2825_1,585,592,Arianos,PER,0.92432296
https://digitalzibaldone.net/node/p2825_1,617,629,Tillemontius,PER,0.9390693
https://digitalzibaldone.net/node/p2825_1,669,678,Fabricius,PER,0.8248355
https://digitalzibaldone.net/node/p2825_1,714,720,Mansii,PER,0.6970398
https://digitalzibaldone.net/node/p2825_1,725,727,##av,PER,0.58349025
https://digitalzibaldone.net/node/p2825_1,767,780,Fortunatianus,PER,0.86800253
https://digitalzibaldone.net/node/p2825_2,388,396,Eustazio,PER,0.9997344
https://digitalzibaldone.net/node/p2825_2,535,543,Epifanio,PER,0.99832916
https://digitalzibaldone.net/node/p2825_2,559,568,Mustoxidi,PER,0.9825122
https://digitalzibaldone.net/node/p2825_2,577,582,Scinà,PER,0.9928588
https://digitalzibaldone.net/node/p2825_2,753,760,Editori,PER,0.6603412
https://digitalzibaldone.net/node/p2828_1,620,627,Libanio,PER,0.99978876
https://digitalzibaldone.net/node/p2828_1,629,635,Imerio,PER,0.9997121
https://digitalzibaldone.net/node/p2828_1,637,644,Coricio,PER,0.999697
https://digitalzibaldone.net/node/p2829_1,1373,1386,Chateaubriand,PER,0.9971628
https://digitalzibaldone.net/node/p2835_2,82,92,Plauto Cas,PER,0.99982506
https://digitalzibaldone.net/node/p2840_1,919,924,Ennio,PER,0.9995452
https://digitalzibaldone.net/node/p2840_1,972,980,Lucrezio,PER,0.9995842
https://digitalzibaldone.net/node/p2840_1,1005,1011,Catone,PER,0.9996549
https://digitalzibaldone.net/node/p2840_1,1013,1019,Cincio,PER,0.99960643
https://digitalzibaldone.net/node/p2841_1,496,502,Plauto,PER,0.9995394
https://digitalzibaldone.net/node/p2841_1,680,688,V. Forc.,PER,0.92734224
https://digitalzibaldone.net/node/p2841_1,699,709,Forcellini,PER,0.99196965
https://digitalzibaldone.net/node/p2842_1,165,183,Venanzio Fortunato,PER,0.99966
https://digitalzibaldone.net/node/p2842_1,277,284,Glossar,PER,0.8218994
https://digitalzibaldone.net/node/p2842_1,393,394,.,PER,0.5873063
https://digitalzibaldone.net/node/p2842_1,398,405,Glossar,PER,0.90332097
https://digitalzibaldone.net/node/p2842_1,436,441,Gloss,PER,0.787865
https://digitalzibaldone.net/node/p2842_1,446,450,##tare,PER,0.67095083
https://digitalzibaldone.net/node/p2842_1,471,484,Ioh. de Ianua,PER,0.93976635
https://digitalzibaldone.net/node/p2842_1,583,585,V.,PER,0.658393
