id,surface,type,start_pos,end_pos,left_context,right_context
p3988_2,﻿ 3989,PER,626,632,"Il v non è che aspirazione ec. Del Digamma eolico v. la Gramm. del Weller, Lips. 1756. p. 65.- È uso della lingua italiana l'omettere o l'aggiungere il v nei nomi, massime aggettivi in ío. {Così in latino: p. e. v. Forcell. in Dium. E certo da δῖος dev'essere divus; e v. Forc. in Divus.} Nel dire ío o ivo spessissimo vária sì la lingua scritta da se stessa (natio - nativo), sì il volgare dalla scritta (stantio, volg. stantivo, e viceversa in altri casi) e da se stesso, sì l'italiano scritto o parlato o entrambo dall'altre lingue, sì dalla latina o dall'originaria della rispettiva parola (joli - giulivo per giulío, che "," anche si disse anticamente, oggi è perduto affatto) sì da altre (rétif - rétive - restio), e viceversa queste dalla nostra, e tra loro, e in se stesse ec. (16. Dec. 1823.)."
p3988_2,latina,PER,545,551,"Il v non è che aspirazione ec. Del Digamma eolico v. la Gramm. del Weller, Lips. 1756. p. 65.- È uso della lingua italiana l'omettere o l'aggiungere il v nei nomi, massime aggettivi in ío. {Così in latino: p. e. v. Forcell. in Dium. E certo da δῖος dev'essere divus; e v. Forc. in Divus.} Nel dire ío o ivo spessissimo vária sì la lingua scritta da se stessa (natio - nativo), sì il volgare dalla scritta (stantio, volg. stantivo, e viceversa in altri casi) e da se stesso, sì l'italiano scritto o parlato o entrambo dall'altre lingue, sì dalla "," o dall'originaria della rispettiva parola (joli - giulivo per giulío, che ﻿ 3989 anche si disse anticamente, oggi è perduto affatto) sì da altre (rétif - rétive - restio), e viceversa queste dalla nostra, e tra loro, e in se stesse ec. (16. Dec. 1823.)."
p3988_2,rétive,PER,706,712,"Il v non è che aspirazione ec. Del Digamma eolico v. la Gramm. del Weller, Lips. 1756. p. 65.- È uso della lingua italiana l'omettere o l'aggiungere il v nei nomi, massime aggettivi in ío. {Così in latino: p. e. v. Forcell. in Dium. E certo da δῖος dev'essere divus; e v. Forc. in Divus.} Nel dire ío o ivo spessissimo vária sì la lingua scritta da se stessa (natio - nativo), sì il volgare dalla scritta (stantio, volg. stantivo, e viceversa in altri casi) e da se stesso, sì l'italiano scritto o parlato o entrambo dall'altre lingue, sì dalla latina o dall'originaria della rispettiva parola (joli - giulivo per giulío, che ﻿ 3989 anche si disse anticamente, oggi è perduto affatto) sì da altre (rétif - "," - restio), e viceversa queste dalla nostra, e tra loro, e in se stesse ec. (16. Dec. 1823.)."
p3988_2,restio,PER,715,721,"Il v non è che aspirazione ec. Del Digamma eolico v. la Gramm. del Weller, Lips. 1756. p. 65.- È uso della lingua italiana l'omettere o l'aggiungere il v nei nomi, massime aggettivi in ío. {Così in latino: p. e. v. Forcell. in Dium. E certo da δῖος dev'essere divus; e v. Forc. in Divus.} Nel dire ío o ivo spessissimo vária sì la lingua scritta da se stessa (natio - nativo), sì il volgare dalla scritta (stantio, volg. stantivo, e viceversa in altri casi) e da se stesso, sì l'italiano scritto o parlato o entrambo dall'altre lingue, sì dalla latina o dall'originaria della rispettiva parola (joli - giulivo per giulío, che ﻿ 3989 anche si disse anticamente, oggi è perduto affatto) sì da altre (rétif - rétive - ","), e viceversa queste dalla nostra, e tra loro, e in se stesse ec. (16. Dec. 1823.)."
p2923_3,Terentia,PER,462,470,"Il verbo avere in senso di essere, usato impersonalmente dagl'italiani da' francesi dagli spagnuoli, talora eziandio personalmente dagl'italiani (v. il Corticelli), non è altro che il latino se habere (il qual parimente vale essere) omesso il pronome. Il volgo latino dovette dire p. e. nihil hic se habet, qui non si ha nulla, cioè non v'è; poi lasciato il pronome, nihil hic habet, qui non v'ha nulla. Cicerone: Attica belle se habet * col pronome, e altrove: "," minus belle habet: * ecco lasciato figuratamente il pronome nella stessa frase. (Forcell. in Belle). Bene habeo, bene habemus, bene habent tibi principia sono ﻿ 2924 tutte locuzioni ellittiche per l'omissione del pronome se, nos, me. Bene habet, {optime habet,} sic habet; ecco oltre l'omission del pronome se, anche quella del nome res. Onde avviene che in queste locuzioni, che intere sarebbono bene se res habet, sic se res habet, il verbo habere per le dette ellissi venga a trovarsi impersonale. Ed ecco nel latino il verbo habere in significato di essere, neutro assoluto, cioè senza pronome, e impersonale. Quis hic habet? chi è qui? In questo ènegli altri luoghi dove il verbo habere sta per abitare in significato neutro, esso verbo non vale propriamente altro che essere; e habitare altresì ch'è un frequentativo o continuativo di habere, sempre che ha senso neutro, sta per essere. E questa forma è tutta greca: giacchè presso i greci ἔχειν, la metà delle volte non è altro che un sinonimo di essere, e s'usa in questo senso anche impersonalmente, come in italiano, francese e spagnuolo, tutto dì. {V. p. 3907.} Così anche nel greco moderno a ogni tratto. ﻿ 2925 Δὲν ἔχει, non ci è, non ci ha. (9. Luglio. 1823.)."
p2923_3,Belle,PER,564,569,"Il verbo avere in senso di essere, usato impersonalmente dagl'italiani da' francesi dagli spagnuoli, talora eziandio personalmente dagl'italiani (v. il Corticelli), non è altro che il latino se habere (il qual parimente vale essere) omesso il pronome. Il volgo latino dovette dire p. e. nihil hic se habet, qui non si ha nulla, cioè non v'è; poi lasciato il pronome, nihil hic habet, qui non v'ha nulla. Cicerone: Attica belle se habet * col pronome, e altrove: Terentia minus belle habet: * ecco lasciato figuratamente il pronome nella stessa frase. (Forcell. in ","). Bene habeo, bene habemus, bene habent tibi principia sono ﻿ 2924 tutte locuzioni ellittiche per l'omissione del pronome se, nos, me. Bene habet, {optime habet,} sic habet; ecco oltre l'omission del pronome se, anche quella del nome res. Onde avviene che in queste locuzioni, che intere sarebbono bene se res habet, sic se res habet, il verbo habere per le dette ellissi venga a trovarsi impersonale. Ed ecco nel latino il verbo habere in significato di essere, neutro assoluto, cioè senza pronome, e impersonale. Quis hic habet? chi è qui? In questo ènegli altri luoghi dove il verbo habere sta per abitare in significato neutro, esso verbo non vale propriamente altro che essere; e habitare altresì ch'è un frequentativo o continuativo di habere, sempre che ha senso neutro, sta per essere. E questa forma è tutta greca: giacchè presso i greci ἔχειν, la metà delle volte non è altro che un sinonimo di essere, e s'usa in questo senso anche impersonalmente, come in italiano, francese e spagnuolo, tutto dì. {V. p. 3907.} Così anche nel greco moderno a ogni tratto. ﻿ 2925 Δὲν ἔχει, non ci è, non ci ha. (9. Luglio. 1823.)."
p2923_3,Forcell.,PER,552,560,"Il verbo avere in senso di essere, usato impersonalmente dagl'italiani da' francesi dagli spagnuoli, talora eziandio personalmente dagl'italiani (v. il Corticelli), non è altro che il latino se habere (il qual parimente vale essere) omesso il pronome. Il volgo latino dovette dire p. e. nihil hic se habet, qui non si ha nulla, cioè non v'è; poi lasciato il pronome, nihil hic habet, qui non v'ha nulla. Cicerone: Attica belle se habet * col pronome, e altrove: Terentia minus belle habet: * ecco lasciato figuratamente il pronome nella stessa frase. ("," in Belle). Bene habeo, bene habemus, bene habent tibi principia sono ﻿ 2924 tutte locuzioni ellittiche per l'omissione del pronome se, nos, me. Bene habet, {optime habet,} sic habet; ecco oltre l'omission del pronome se, anche quella del nome res. Onde avviene che in queste locuzioni, che intere sarebbono bene se res habet, sic se res habet, il verbo habere per le dette ellissi venga a trovarsi impersonale. Ed ecco nel latino il verbo habere in significato di essere, neutro assoluto, cioè senza pronome, e impersonale. Quis hic habet? chi è qui? In questo ènegli altri luoghi dove il verbo habere sta per abitare in significato neutro, esso verbo non vale propriamente altro che essere; e habitare altresì ch'è un frequentativo o continuativo di habere, sempre che ha senso neutro, sta per essere. E questa forma è tutta greca: giacchè presso i greci ἔχειν, la metà delle volte non è altro che un sinonimo di essere, e s'usa in questo senso anche impersonalmente, come in italiano, francese e spagnuolo, tutto dì. {V. p. 3907.} Così anche nel greco moderno a ogni tratto. ﻿ 2925 Δὲν ἔχει, non ci è, non ci ha. (9. Luglio. 1823.)."
p2283_1,Forcell.,PER,211,219,"Antica pronunzia e scrittura del verbo che poi ordinariamente si disse claudere, fu cludere, conservata sempre ne' composti, recludere, includere, concludere, excludere e in tutti o quasi tutti gli altri. V. il "," e Frontone sulla fine dei Principia Orationum (quem iubes cludi * ) il qual Frontone era studiosissimo dell'antica ortografia, e il codice che lo contiene è antichissimo. Or questa antica maniera, e ad esclusione della più moderna, si è conservata nell'italiano chiudere, mutato il cl in chi al nostro solito. Dunque il volgo latino ﻿ 2284 continuò sempre (certo in italia) nell'antica pronunzia di quella voce. V. il Gloss. se ha nulla. (24. Dic. 1821.)."
p2329_1,Ab,PER,480,482,"﻿ 2329 Alla p. 1136 fine. Fra le molte prove che si potrebbero addurre di ciò, cavate dalla veramente profonda e non superficiale investigazione della più remota antichità, v'è anche questa. Noi diciamo che lo spirito denso dei greci fu bene spesso trasformato dai latini in una s. Ma il fatto sta che gli antichissimi monumenti greci hanno essi medesimi il sigma, dove poi si costumò di porre lo spirito denso, e forse anche in luogo del lene. V. Iscriz. antiche illustrate dall'",". Gaetano Marini, p. 184. e soprattutto il Lanzi, della lingua Etrusca. Questo che cosa dimostra? dimostra secondo me, che l'antichissima forma di quelle tali parole comuni {ab} antichissimo al greco e al latino, era infatti colla s in principio, e non collo spirito; che questo per indole di loro pronunzia fu coll'andar del tempo sostituito dai greci parlatori, e poi dagli scrittori, al sigma, e non viceversa la s allo spirito dai latini; che per conseguenza la forma latina è più antica della greca, la pronunzia cioè e la scrittura latina di tali parole; e che quindi in esse i latini hanno conservato l'antichità e il primitivo più dei ﻿ 2330 greci. V. p. 2143. segg. {2307-8,} ed altri miei passi su questo punto di antichità. E quante altre simili osservazioni si potrebbono fare sulle antichissime parole, proprietà, ortografie ec. delle due lingue: osservazioni le quali mostrerebbero che quello che comunemente crediamo venuto dalla grecia nel Lazio, o è tutto al rovescio, o vien da origine comune; e che quelle differenze che in tali cose s'incontrano fra il greco e il latino, e che da noi sono attribuite a corruzione sofferta da quelle parole ec. passando nel Lazio, si debbono invece attribuire a corruzione sofferta in Grecia; e nel Lazio conservano la loro forma antichissima, e non differiscono dalla greca, se non perchè questa s'è allontanata essa stessa dal primitivo assai più della latina. (5. Gen. 1822.). {{V. p. 2351. fine. e 2384.}}"
p2329_1,greco,LOC,676,681,"﻿ 2329 Alla p. 1136 fine. Fra le molte prove che si potrebbero addurre di ciò, cavate dalla veramente profonda e non superficiale investigazione della più remota antichità, v'è anche questa. Noi diciamo che lo spirito denso dei greci fu bene spesso trasformato dai latini in una s. Ma il fatto sta che gli antichissimi monumenti greci hanno essi medesimi il sigma, dove poi si costumò di porre lo spirito denso, e forse anche in luogo del lene. V. Iscriz. antiche illustrate dall'Ab. Gaetano Marini, p. 184. e soprattutto il Lanzi, della lingua Etrusca. Questo che cosa dimostra? dimostra secondo me, che l'antichissima forma di quelle tali parole comuni {ab} antichissimo al "," e al latino, era infatti colla s in principio, e non collo spirito; che questo per indole di loro pronunzia fu coll'andar del tempo sostituito dai greci parlatori, e poi dagli scrittori, al sigma, e non viceversa la s allo spirito dai latini; che per conseguenza la forma latina è più antica della greca, la pronunzia cioè e la scrittura latina di tali parole; e che quindi in esse i latini hanno conservato l'antichità e il primitivo più dei ﻿ 2330 greci. V. p. 2143. segg. {2307-8,} ed altri miei passi su questo punto di antichità. E quante altre simili osservazioni si potrebbono fare sulle antichissime parole, proprietà, ortografie ec. delle due lingue: osservazioni le quali mostrerebbero che quello che comunemente crediamo venuto dalla grecia nel Lazio, o è tutto al rovescio, o vien da origine comune; e che quelle differenze che in tali cose s'incontrano fra il greco e il latino, e che da noi sono attribuite a corruzione sofferta da quelle parole ec. passando nel Lazio, si debbono invece attribuire a corruzione sofferta in Grecia; e nel Lazio conservano la loro forma antichissima, e non differiscono dalla greca, se non perchè questa s'è allontanata essa stessa dal primitivo assai più della latina. (5. Gen. 1822.). {{V. p. 2351. fine. e 2384.}}"
