id,surface,type,start_pos,end_pos,left_context,right_context
p501_1,Menagio,PER,334,341,"Alla p. 497. Ἔρωτα παύειλιμὸς, εἰ δὲ μὴ, χρόνος Ἐὰν δὲ τούτοις μὴ δύνῃ χρῆσθαι, βρόχος. * Amorem sedat fames; sin minus, tempus: Eis vero si uti non vales, laqueus. * Detto di Crate Cinico presso il Laerzio (VI. 86. in Cratete Thebano) mentovato anche da altri scrittori, e riferito con qualche diversità da Stobeo, e da Suida. V. il ", e l'Aldobrandini. (13. Gen. 1821.). 
p501_1,Aldobrandini,PER,346,358,"Alla p. 497. Ἔρωτα παύειλιμὸς, εἰ δὲ μὴ, χρόνος Ἐὰν δὲ τούτοις μὴ δύνῃ χρῆσθαι, βρόχος. * Amorem sedat fames; sin minus, tempus: Eis vero si uti non vales, laqueus. * Detto di Crate Cinico presso il Laerzio (VI. 86. in Cratete Thebano) mentovato anche da altri scrittori, e riferito con qualche diversità da Stobeo, e da Suida. V. il Menagio e l'",. (13. Gen. 1821.). 
p2522_1,Tasso,PER,340,345,"Spesso una parola è inelegante, o (se si tratta di verso) impoetica in un senso, ed elegante e poetica in un altro, solamente perchè in quello è volgare, e in questo no, o poco frequentemente usata. Come chi dicesse varii in poesia per diversi, parecchi, non peccherebbe contro la buona lingua, avendovene molti esempi, e fra gli altri del "," (Discorso sopra vari accidenti della sua vita), ma sarebbe poco elegante, per esser questo significato della detta parola molto volgare e familiare. Ma chi dicesse, come il Petrarca, varie di lingue e d'armi e de le gonne, * o come Virgilio Mille trahit varios adverso sole colores, * non s'allontanerebbe punto dall'eleganza, per la ragione ﻿ 2523 contraria. E notate ch'io non parlo solamente de' sensi metaforici, i quali possono render poetica una voce usualissima, ed anche impoetichissima, ma parlo eziandio de' significati propri, come dimostra l'addotto esempio, o {de'} poco meno che propri. E quel che dico delle voci, dico delle frasi ec. (29. Giugno, dì di San Pietro, mio natalizio. 1822.)."
p2522_1,Petrarca,PER,519,527,"Spesso una parola è inelegante, o (se si tratta di verso) impoetica in un senso, ed elegante e poetica in un altro, solamente perchè in quello è volgare, e in questo no, o poco frequentemente usata. Come chi dicesse varii in poesia per diversi, parecchi, non peccherebbe contro la buona lingua, avendovene molti esempi, e fra gli altri del Tasso (Discorso sopra vari accidenti della sua vita), ma sarebbe poco elegante, per esser questo significato della detta parola molto volgare e familiare. Ma chi dicesse, come il ",", varie di lingue e d'armi e de le gonne, * o come Virgilio Mille trahit varios adverso sole colores, * non s'allontanerebbe punto dall'eleganza, per la ragione ﻿ 2523 contraria. E notate ch'io non parlo solamente de' sensi metaforici, i quali possono render poetica una voce usualissima, ed anche impoetichissima, ma parlo eziandio de' significati propri, come dimostra l'addotto esempio, o {de'} poco meno che propri. E quel che dico delle voci, dico delle frasi ec. (29. Giugno, dì di San Pietro, mio natalizio. 1822.)."
p2522_1,Virgilio,PER,578,586,"Spesso una parola è inelegante, o (se si tratta di verso) impoetica in un senso, ed elegante e poetica in un altro, solamente perchè in quello è volgare, e in questo no, o poco frequentemente usata. Come chi dicesse varii in poesia per diversi, parecchi, non peccherebbe contro la buona lingua, avendovene molti esempi, e fra gli altri del Tasso (Discorso sopra vari accidenti della sua vita), ma sarebbe poco elegante, per esser questo significato della detta parola molto volgare e familiare. Ma chi dicesse, come il Petrarca, varie di lingue e d'armi e de le gonne, * o come "," Mille trahit varios adverso sole colores, * non s'allontanerebbe punto dall'eleganza, per la ragione ﻿ 2523 contraria. E notate ch'io non parlo solamente de' sensi metaforici, i quali possono render poetica una voce usualissima, ed anche impoetichissima, ma parlo eziandio de' significati propri, come dimostra l'addotto esempio, o {de'} poco meno che propri. E quel che dico delle voci, dico delle frasi ec. (29. Giugno, dì di San Pietro, mio natalizio. 1822.)."
p996_1,Gemisto,PER,1458,1465,"Alla p. 995. Infatti i greci anche nel tempo della barbarie, conservarono sempre la memoria, l'uso, la cognizione delle loro ricchezze letterarie, e la venerazione e la stima de' loro sommi antichi scrittori. E questo a differenza de' latini, dove ne' secoli barbari, non si sapeva più, possiamo dir, nulla, di Virgilio, di Cic. ec. L'erudizione e la filologia non si spensero mai nella grecia, mentre erano ignotissime in italia; anzi nella grecia essendo subentrate alle altre buone e grandi discipline, durarono tanto che la loro letteratura sebbene spenta {già} molto innanzi, quanto al fare, non si spense mai quanto alla memoria, alla cognizione e ﻿ 997 allo studio, fino alla caduta totale dell'impero greco. Ciò si vede primieramente da' loro scrittori de' bassi tempi, in molti de' quali {anzi in quasi tutti} (mentre in italia il latino scritto non era più riconoscibile, e nessuno sognava d'imitare i loro antichi) la lingua greca, sebbene imbarbarita, conserva però visibilissime le sue proprie sembianze: ed in parecchi è scritta con bastante purità, e si riconosce evidentemente in alcuni di loro l'imitazione e lo studio de' loro classici e quanto alla lingua e quanto allo stile; sebbene degenerante l'una e l'altro nel sofistico, il che non toglie la purità quanto alla lingua. Arrivo a dire che in taluni di loro, e ciò fino agli ultimissimi anni dell'impero greco, si trova perfino una certa notabile eleganza e di lingua e di stile. {+in "," è maravigliosa l'una e l'altra. Tolti alcuni piccoli erroruzzi di lingua (non tali che sieno manifesti se non ai dottissimi) le sue opere o molte di loro si possono sicuramente paragonare e mettere con quanto ha di più bello la più classica letteratura greca e il suo miglior secolo.} Oltre a ciò l'erudizione e la dottrina filologica, e lo studio de' classici è manifesto negli scrittori greci più recenti, a differenza de' latini. Gli antichi {classici,} e singolarmente Omero, {benchè il più antico di tutti,} non lasciarono mai di esser citati negli scritti greci, finchè la grecia ebbe chi scrivesse. E vi si alludeva spessissimo ec. Non domanderò ora qual uomo latino nel terzo secolo si possa paragonare a un Longino o a un Porfirio. Non chiederò che mi si mostri nel nono secolo, {anzi in tutto lo spazio che corse dopo il 2 secolo fino al 14to,} un latino, non dico uguale, ma somigliante ﻿ 998 di lontano a Fozio, uomo nei pregi della lingua e dello stile non dissimile dagli antichi, e superiore agli stessi antichi nell'erudizione e nel giudizio e critica letteraria, doti proprie di tempi più moderni. Tenendomi però a' tempi bassissimi, e potendo recare infiniti esempi, mi contenterò degli scritti di quel Giovanni Tzetze, che fu nel 12mo secolo, e di Teodoro Metochita che viveva nel 14.to; scritti pieni di indigesta ma immensa erudizione classica."
p996_1,Omero,PER,1939,1944,"Alla p. 995. Infatti i greci anche nel tempo della barbarie, conservarono sempre la memoria, l'uso, la cognizione delle loro ricchezze letterarie, e la venerazione e la stima de' loro sommi antichi scrittori. E questo a differenza de' latini, dove ne' secoli barbari, non si sapeva più, possiamo dir, nulla, di Virgilio, di Cic. ec. L'erudizione e la filologia non si spensero mai nella grecia, mentre erano ignotissime in italia; anzi nella grecia essendo subentrate alle altre buone e grandi discipline, durarono tanto che la loro letteratura sebbene spenta {già} molto innanzi, quanto al fare, non si spense mai quanto alla memoria, alla cognizione e ﻿ 997 allo studio, fino alla caduta totale dell'impero greco. Ciò si vede primieramente da' loro scrittori de' bassi tempi, in molti de' quali {anzi in quasi tutti} (mentre in italia il latino scritto non era più riconoscibile, e nessuno sognava d'imitare i loro antichi) la lingua greca, sebbene imbarbarita, conserva però visibilissime le sue proprie sembianze: ed in parecchi è scritta con bastante purità, e si riconosce evidentemente in alcuni di loro l'imitazione e lo studio de' loro classici e quanto alla lingua e quanto allo stile; sebbene degenerante l'una e l'altro nel sofistico, il che non toglie la purità quanto alla lingua. Arrivo a dire che in taluni di loro, e ciò fino agli ultimissimi anni dell'impero greco, si trova perfino una certa notabile eleganza e di lingua e di stile. {+in Gemisto è maravigliosa l'una e l'altra. Tolti alcuni piccoli erroruzzi di lingua (non tali che sieno manifesti se non ai dottissimi) le sue opere o molte di loro si possono sicuramente paragonare e mettere con quanto ha di più bello la più classica letteratura greca e il suo miglior secolo.} Oltre a ciò l'erudizione e la dottrina filologica, e lo studio de' classici è manifesto negli scrittori greci più recenti, a differenza de' latini. Gli antichi {classici,} e singolarmente ",", {benchè il più antico di tutti,} non lasciarono mai di esser citati negli scritti greci, finchè la grecia ebbe chi scrivesse. E vi si alludeva spessissimo ec. Non domanderò ora qual uomo latino nel terzo secolo si possa paragonare a un Longino o a un Porfirio. Non chiederò che mi si mostri nel nono secolo, {anzi in tutto lo spazio che corse dopo il 2 secolo fino al 14to,} un latino, non dico uguale, ma somigliante ﻿ 998 di lontano a Fozio, uomo nei pregi della lingua e dello stile non dissimile dagli antichi, e superiore agli stessi antichi nell'erudizione e nel giudizio e critica letteraria, doti proprie di tempi più moderni. Tenendomi però a' tempi bassissimi, e potendo recare infiniti esempi, mi contenterò degli scritti di quel Giovanni Tzetze, che fu nel 12mo secolo, e di Teodoro Metochita che viveva nel 14.to; scritti pieni di indigesta ma immensa erudizione classica."
p996_1,Longino,PER,2182,2189,"Alla p. 995. Infatti i greci anche nel tempo della barbarie, conservarono sempre la memoria, l'uso, la cognizione delle loro ricchezze letterarie, e la venerazione e la stima de' loro sommi antichi scrittori. E questo a differenza de' latini, dove ne' secoli barbari, non si sapeva più, possiamo dir, nulla, di Virgilio, di Cic. ec. L'erudizione e la filologia non si spensero mai nella grecia, mentre erano ignotissime in italia; anzi nella grecia essendo subentrate alle altre buone e grandi discipline, durarono tanto che la loro letteratura sebbene spenta {già} molto innanzi, quanto al fare, non si spense mai quanto alla memoria, alla cognizione e ﻿ 997 allo studio, fino alla caduta totale dell'impero greco. Ciò si vede primieramente da' loro scrittori de' bassi tempi, in molti de' quali {anzi in quasi tutti} (mentre in italia il latino scritto non era più riconoscibile, e nessuno sognava d'imitare i loro antichi) la lingua greca, sebbene imbarbarita, conserva però visibilissime le sue proprie sembianze: ed in parecchi è scritta con bastante purità, e si riconosce evidentemente in alcuni di loro l'imitazione e lo studio de' loro classici e quanto alla lingua e quanto allo stile; sebbene degenerante l'una e l'altro nel sofistico, il che non toglie la purità quanto alla lingua. Arrivo a dire che in taluni di loro, e ciò fino agli ultimissimi anni dell'impero greco, si trova perfino una certa notabile eleganza e di lingua e di stile. {+in Gemisto è maravigliosa l'una e l'altra. Tolti alcuni piccoli erroruzzi di lingua (non tali che sieno manifesti se non ai dottissimi) le sue opere o molte di loro si possono sicuramente paragonare e mettere con quanto ha di più bello la più classica letteratura greca e il suo miglior secolo.} Oltre a ciò l'erudizione e la dottrina filologica, e lo studio de' classici è manifesto negli scrittori greci più recenti, a differenza de' latini. Gli antichi {classici,} e singolarmente Omero, {benchè il più antico di tutti,} non lasciarono mai di esser citati negli scritti greci, finchè la grecia ebbe chi scrivesse. E vi si alludeva spessissimo ec. Non domanderò ora qual uomo latino nel terzo secolo si possa paragonare a un "," o a un Porfirio. Non chiederò che mi si mostri nel nono secolo, {anzi in tutto lo spazio che corse dopo il 2 secolo fino al 14to,} un latino, non dico uguale, ma somigliante ﻿ 998 di lontano a Fozio, uomo nei pregi della lingua e dello stile non dissimile dagli antichi, e superiore agli stessi antichi nell'erudizione e nel giudizio e critica letteraria, doti proprie di tempi più moderni. Tenendomi però a' tempi bassissimi, e potendo recare infiniti esempi, mi contenterò degli scritti di quel Giovanni Tzetze, che fu nel 12mo secolo, e di Teodoro Metochita che viveva nel 14.to; scritti pieni di indigesta ma immensa erudizione classica."
p996_1,Porfirio,PER,2197,2205,"Alla p. 995. Infatti i greci anche nel tempo della barbarie, conservarono sempre la memoria, l'uso, la cognizione delle loro ricchezze letterarie, e la venerazione e la stima de' loro sommi antichi scrittori. E questo a differenza de' latini, dove ne' secoli barbari, non si sapeva più, possiamo dir, nulla, di Virgilio, di Cic. ec. L'erudizione e la filologia non si spensero mai nella grecia, mentre erano ignotissime in italia; anzi nella grecia essendo subentrate alle altre buone e grandi discipline, durarono tanto che la loro letteratura sebbene spenta {già} molto innanzi, quanto al fare, non si spense mai quanto alla memoria, alla cognizione e ﻿ 997 allo studio, fino alla caduta totale dell'impero greco. Ciò si vede primieramente da' loro scrittori de' bassi tempi, in molti de' quali {anzi in quasi tutti} (mentre in italia il latino scritto non era più riconoscibile, e nessuno sognava d'imitare i loro antichi) la lingua greca, sebbene imbarbarita, conserva però visibilissime le sue proprie sembianze: ed in parecchi è scritta con bastante purità, e si riconosce evidentemente in alcuni di loro l'imitazione e lo studio de' loro classici e quanto alla lingua e quanto allo stile; sebbene degenerante l'una e l'altro nel sofistico, il che non toglie la purità quanto alla lingua. Arrivo a dire che in taluni di loro, e ciò fino agli ultimissimi anni dell'impero greco, si trova perfino una certa notabile eleganza e di lingua e di stile. {+in Gemisto è maravigliosa l'una e l'altra. Tolti alcuni piccoli erroruzzi di lingua (non tali che sieno manifesti se non ai dottissimi) le sue opere o molte di loro si possono sicuramente paragonare e mettere con quanto ha di più bello la più classica letteratura greca e il suo miglior secolo.} Oltre a ciò l'erudizione e la dottrina filologica, e lo studio de' classici è manifesto negli scrittori greci più recenti, a differenza de' latini. Gli antichi {classici,} e singolarmente Omero, {benchè il più antico di tutti,} non lasciarono mai di esser citati negli scritti greci, finchè la grecia ebbe chi scrivesse. E vi si alludeva spessissimo ec. Non domanderò ora qual uomo latino nel terzo secolo si possa paragonare a un Longino o a un ",". Non chiederò che mi si mostri nel nono secolo, {anzi in tutto lo spazio che corse dopo il 2 secolo fino al 14to,} un latino, non dico uguale, ma somigliante ﻿ 998 di lontano a Fozio, uomo nei pregi della lingua e dello stile non dissimile dagli antichi, e superiore agli stessi antichi nell'erudizione e nel giudizio e critica letteraria, doti proprie di tempi più moderni. Tenendomi però a' tempi bassissimi, e potendo recare infiniti esempi, mi contenterò degli scritti di quel Giovanni Tzetze, che fu nel 12mo secolo, e di Teodoro Metochita che viveva nel 14.to; scritti pieni di indigesta ma immensa erudizione classica."
p996_1,Fozio,PER,2383,2388,"Alla p. 995. Infatti i greci anche nel tempo della barbarie, conservarono sempre la memoria, l'uso, la cognizione delle loro ricchezze letterarie, e la venerazione e la stima de' loro sommi antichi scrittori. E questo a differenza de' latini, dove ne' secoli barbari, non si sapeva più, possiamo dir, nulla, di Virgilio, di Cic. ec. L'erudizione e la filologia non si spensero mai nella grecia, mentre erano ignotissime in italia; anzi nella grecia essendo subentrate alle altre buone e grandi discipline, durarono tanto che la loro letteratura sebbene spenta {già} molto innanzi, quanto al fare, non si spense mai quanto alla memoria, alla cognizione e ﻿ 997 allo studio, fino alla caduta totale dell'impero greco. Ciò si vede primieramente da' loro scrittori de' bassi tempi, in molti de' quali {anzi in quasi tutti} (mentre in italia il latino scritto non era più riconoscibile, e nessuno sognava d'imitare i loro antichi) la lingua greca, sebbene imbarbarita, conserva però visibilissime le sue proprie sembianze: ed in parecchi è scritta con bastante purità, e si riconosce evidentemente in alcuni di loro l'imitazione e lo studio de' loro classici e quanto alla lingua e quanto allo stile; sebbene degenerante l'una e l'altro nel sofistico, il che non toglie la purità quanto alla lingua. Arrivo a dire che in taluni di loro, e ciò fino agli ultimissimi anni dell'impero greco, si trova perfino una certa notabile eleganza e di lingua e di stile. {+in Gemisto è maravigliosa l'una e l'altra. Tolti alcuni piccoli erroruzzi di lingua (non tali che sieno manifesti se non ai dottissimi) le sue opere o molte di loro si possono sicuramente paragonare e mettere con quanto ha di più bello la più classica letteratura greca e il suo miglior secolo.} Oltre a ciò l'erudizione e la dottrina filologica, e lo studio de' classici è manifesto negli scrittori greci più recenti, a differenza de' latini. Gli antichi {classici,} e singolarmente Omero, {benchè il più antico di tutti,} non lasciarono mai di esser citati negli scritti greci, finchè la grecia ebbe chi scrivesse. E vi si alludeva spessissimo ec. Non domanderò ora qual uomo latino nel terzo secolo si possa paragonare a un Longino o a un Porfirio. Non chiederò che mi si mostri nel nono secolo, {anzi in tutto lo spazio che corse dopo il 2 secolo fino al 14to,} un latino, non dico uguale, ma somigliante ﻿ 998 di lontano a ",", uomo nei pregi della lingua e dello stile non dissimile dagli antichi, e superiore agli stessi antichi nell'erudizione e nel giudizio e critica letteraria, doti proprie di tempi più moderni. Tenendomi però a' tempi bassissimi, e potendo recare infiniti esempi, mi contenterò degli scritti di quel Giovanni Tzetze, che fu nel 12mo secolo, e di Teodoro Metochita che viveva nel 14.to; scritti pieni di indigesta ma immensa erudizione classica."
p88_1,Corinna,PER,143,150,"﻿ 88 Je vous l'ai dit souvent, la douleur me tuerait; il y a trop de lutte en moi contre elle; il faut lui céder pour n'en pas mourir * , dice "," presso la Staël liv. 14. ch. 3. t. 2. p. 361. dell'edizione citata qui dietro. E da questo venia che gli antichi al carattere dei quali l'autrice ha voluto ravvicinare quello di Corinna quanto era compatibile coi costumi e la filosofia moderna di cui l'arricchisce a piena mano, erano vinti dall'infelicità in modo che esprimevano la loro disperazione cogli atti e le azioni più terribili, e la sventura li mandava fuori di se stessi, e gli uccideva. Quel se réposer sur sa douleur * , quel piacere perfino provato dai moderni per la stessa sventura e {per} la considerazione di essere sventurato, era cosa ignota a quelli che secondo l'istinto della natura non ancora del tutto alterata, correvano sempre dritto alla felicità, non come a un fantasma, ma cosa reale, e trovavano il loro diletto dove la natura primitivamente l'ha posto, cioè nella buona e non nella cattiva fortuna, la quale quando loro sopravvenniva, la riguardavano come propria, non come universale e inevitabile. Nè il desiderio della felicità era in essi temperato e rintuzzato e illanguidito da nessuna considerazione e da nessuna filosofia. Perciò tanto più formidabile era l'effetto di quanto impediva loro l'adempimento di questo desiderio."
p88_1,Corinna,PER,329,336,"﻿ 88 Je vous l'ai dit souvent, la douleur me tuerait; il y a trop de lutte en moi contre elle; il faut lui céder pour n'en pas mourir * , dice Corinna presso la Staël liv. 14. ch. 3. t. 2. p. 361. dell'edizione citata qui dietro. E da questo venia che gli antichi al carattere dei quali l'autrice ha voluto ravvicinare quello di "," quanto era compatibile coi costumi e la filosofia moderna di cui l'arricchisce a piena mano, erano vinti dall'infelicità in modo che esprimevano la loro disperazione cogli atti e le azioni più terribili, e la sventura li mandava fuori di se stessi, e gli uccideva. Quel se réposer sur sa douleur * , quel piacere perfino provato dai moderni per la stessa sventura e {per} la considerazione di essere sventurato, era cosa ignota a quelli che secondo l'istinto della natura non ancora del tutto alterata, correvano sempre dritto alla felicità, non come a un fantasma, ma cosa reale, e trovavano il loro diletto dove la natura primitivamente l'ha posto, cioè nella buona e non nella cattiva fortuna, la quale quando loro sopravvenniva, la riguardavano come propria, non come universale e inevitabile. Nè il desiderio della felicità era in essi temperato e rintuzzato e illanguidito da nessuna considerazione e da nessuna filosofia. Perciò tanto più formidabile era l'effetto di quanto impediva loro l'adempimento di questo desiderio."
p88_1,Staël,PER,161,166,"﻿ 88 Je vous l'ai dit souvent, la douleur me tuerait; il y a trop de lutte en moi contre elle; il faut lui céder pour n'en pas mourir * , dice Corinna presso la "," liv. 14. ch. 3. t. 2. p. 361. dell'edizione citata qui dietro. E da questo venia che gli antichi al carattere dei quali l'autrice ha voluto ravvicinare quello di Corinna quanto era compatibile coi costumi e la filosofia moderna di cui l'arricchisce a piena mano, erano vinti dall'infelicità in modo che esprimevano la loro disperazione cogli atti e le azioni più terribili, e la sventura li mandava fuori di se stessi, e gli uccideva. Quel se réposer sur sa douleur * , quel piacere perfino provato dai moderni per la stessa sventura e {per} la considerazione di essere sventurato, era cosa ignota a quelli che secondo l'istinto della natura non ancora del tutto alterata, correvano sempre dritto alla felicità, non come a un fantasma, ma cosa reale, e trovavano il loro diletto dove la natura primitivamente l'ha posto, cioè nella buona e non nella cattiva fortuna, la quale quando loro sopravvenniva, la riguardavano come propria, non come universale e inevitabile. Nè il desiderio della felicità era in essi temperato e rintuzzato e illanguidito da nessuna considerazione e da nessuna filosofia. Perciò tanto più formidabile era l'effetto di quanto impediva loro l'adempimento di questo desiderio."
p1965_1,Staël,PER,39,44,E qui sopra ed altrove assai spesso la ," nomina i dialetti tedeschi in luogo della lingua tedesca. L'idioma degl'irlandesi diverso in molte qualità essenziali da quello d'Inghilterra ec. è nominato da Lady Morgan, France t. 2. liv. 5. ou 6. article Langage. (21. Ott. 1821.)."
p1965_1,Lady Morgan,PER,205,216,E qui sopra ed altrove assai spesso la Staël nomina i dialetti tedeschi in luogo della lingua tedesca. L'idioma degl'irlandesi diverso in molte qualità essenziali da quello d'Inghilterra ec. è nominato da ,", France t. 2. liv. 5. ou 6. article Langage. (21. Ott. 1821.)."
p1965_1,Inghilterra,LOC,175,186,E qui sopra ed altrove assai spesso la Staël nomina i dialetti tedeschi in luogo della lingua tedesca. L'idioma degl'irlandesi diverso in molte qualità essenziali da quello d'," ec. è nominato da Lady Morgan, France t. 2. liv. 5. ou 6. article Langage. (21. Ott. 1821.)."
